"","fields","FieldID","visit","num","description"
"5400","X20112.0.2","X20112","0","2","Illnesses of adopted father"
"5401","X20112.0.3","X20112","0","3","Illnesses of adopted father"
"5402","X20112.0.4","X20112","0","4","Illnesses of adopted father"
"5403","X20112.0.5","X20112","0","5","Illnesses of adopted father"
"5404","X20112.0.6","X20112","0","6","Illnesses of adopted father"
"5405","X20112.1.0","X20112","1","0","Illnesses of adopted father"
"5406","X20112.1.1","X20112","1","1","Illnesses of adopted father"
"5407","X20112.1.2","X20112","1","2","Illnesses of adopted father"
"5408","X20112.1.3","X20112","1","3","Illnesses of adopted father"
"5409","X20112.1.4","X20112","1","4","Illnesses of adopted father"
"5410","X20112.1.5","X20112","1","5","Illnesses of adopted father"
"5411","X20112.1.6","X20112","1","6","Illnesses of adopted father"
"5412","X20112.2.0","X20112","2","0","Illnesses of adopted father"
"5413","X20112.2.1","X20112","2","1","Illnesses of adopted father"
"5414","X20112.2.2","X20112","2","2","Illnesses of adopted father"
"5415","X20112.2.3","X20112","2","3","Illnesses of adopted father"
"5416","X20112.2.4","X20112","2","4","Illnesses of adopted father"
"5417","X20112.2.5","X20112","2","5","Illnesses of adopted father"
"5418","X20112.2.6","X20112","2","6","Illnesses of adopted father"
"5419","X20113.0.0","X20113","0","0","Illnesses of adopted mother"
"5420","X20113.0.1","X20113","0","1","Illnesses of adopted mother"
"5421","X20113.0.2","X20113","0","2","Illnesses of adopted mother"
"5422","X20113.0.3","X20113","0","3","Illnesses of adopted mother"
"5423","X20113.0.4","X20113","0","4","Illnesses of adopted mother"
"5424","X20113.0.5","X20113","0","5","Illnesses of adopted mother"
"5425","X20113.1.0","X20113","1","0","Illnesses of adopted mother"
"5426","X20113.1.1","X20113","1","1","Illnesses of adopted mother"
"5427","X20113.1.2","X20113","1","2","Illnesses of adopted mother"
"5428","X20113.1.3","X20113","1","3","Illnesses of adopted mother"
"5429","X20113.1.4","X20113","1","4","Illnesses of adopted mother"
"5430","X20113.1.5","X20113","1","5","Illnesses of adopted mother"
"5431","X20113.2.0","X20113","2","0","Illnesses of adopted mother"
"5432","X20113.2.1","X20113","2","1","Illnesses of adopted mother"
"5433","X20113.2.2","X20113","2","2","Illnesses of adopted mother"
"5434","X20113.2.3","X20113","2","3","Illnesses of adopted mother"
"5435","X20113.2.4","X20113","2","4","Illnesses of adopted mother"
"5436","X20113.2.5","X20113","2","5","Illnesses of adopted mother"
"5437","X20114.0.0","X20114","0","0","Illnesses of adopted siblings"
"5438","X20114.0.1","X20114","0","1","Illnesses of adopted siblings"
"5439","X20114.0.2","X20114","0","2","Illnesses of adopted siblings"
"5440","X20114.0.3","X20114","0","3","Illnesses of adopted siblings"
"5441","X20114.0.4","X20114","0","4","Illnesses of adopted siblings"
"5442","X20114.0.5","X20114","0","5","Illnesses of adopted siblings"
"5443","X20114.0.6","X20114","0","6","Illnesses of adopted siblings"
"5444","X20114.1.0","X20114","1","0","Illnesses of adopted siblings"
"5445","X20114.1.1","X20114","1","1","Illnesses of adopted siblings"
"5446","X20114.1.2","X20114","1","2","Illnesses of adopted siblings"
"5447","X20114.1.3","X20114","1","3","Illnesses of adopted siblings"
"5448","X20114.1.4","X20114","1","4","Illnesses of adopted siblings"
"5449","X20114.1.5","X20114","1","5","Illnesses of adopted siblings"
"5450","X20114.1.6","X20114","1","6","Illnesses of adopted siblings"
"5451","X20114.2.0","X20114","2","0","Illnesses of adopted siblings"
"5452","X20114.2.1","X20114","2","1","Illnesses of adopted siblings"
"5453","X20114.2.2","X20114","2","2","Illnesses of adopted siblings"
"5454","X20114.2.3","X20114","2","3","Illnesses of adopted siblings"
"5455","X20114.2.4","X20114","2","4","Illnesses of adopted siblings"
"5456","X20114.2.5","X20114","2","5","Illnesses of adopted siblings"
"5457","X20114.2.6","X20114","2","6","Illnesses of adopted siblings"
"5458","X20115.0.0","X20115","0","0","Country of Birth (non-UK origin)"
"5459","X20116.0.0","X20116","0","0","Smoking status"
"5460","X20116.1.0","X20116","1","0","Smoking status"
"5461","X20116.2.0","X20116","2","0","Smoking status"
"5462","X20117.0.0","X20117","0","0","Alcohol drinker status"
"5463","X20117.1.0","X20117","1","0","Alcohol drinker status"
"5464","X20117.2.0","X20117","2","0","Alcohol drinker status"
"5465","X20118.0.0","X20118","0","0","Home area population density - urban or rural"
"5466","X20119.0.0","X20119","0","0","Current employment status - corrected"
"5467","X20121.0.0","X20121","0","0","Cascot confidence score"
"5468","X20122.0.0","X20122","0","0","Bipolar disorder status"
"5469","X20123.0.0","X20123","0","0","Single episode of probable major depression"
"5470","X20124.0.0","X20124","0","0","Probable recurrent major depression (moderate)"
"5471","X20125.0.0","X20125","0","0","Probable recurrent major depression (severe)"
"5472","X20126.0.0","X20126","0","0","Bipolar and major depression status"
"5473","X20127.0.0","X20127","0","0","Neuroticism score"
"5474","X20128.0.0","X20128","0","0","Number of fluid intelligence questions attempted within time limit"
"5475","X20128.1.0","X20128","1","0","Number of fluid intelligence questions attempted within time limit"
"5476","X20128.2.0","X20128","2","0","Number of fluid intelligence questions attempted within time limit"
"5477","X20131.0.0","X20131","0","0","Number of correct matches in round"
"5478","X20131.0.1","X20131","0","1","Number of correct matches in round"
"5479","X20131.0.2","X20131","0","2","Number of correct matches in round"
"5480","X20132.0.0","X20132","0","0","Number of incorrect matches in round"
"5481","X20132.0.1","X20132","0","1","Number of incorrect matches in round"
"5482","X20132.0.2","X20132","0","2","Number of incorrect matches in round"
"5483","X20133.0.0","X20133","0","0","Time to complete round"
"5484","X20133.0.1","X20133","0","1","Time to complete round"
"5485","X20133.0.2","X20133","0","2","Time to complete round"
"5486","X20134.0.0","X20134","0","0","When pairs test completed"
"5487","X20135.0.0","X20135","0","0","When fluid intelligence test completed"
"5488","X20137.0.0","X20137","0","0","When symbol digit substitution test completed"
"5489","X20138.0.0","X20138","0","0","When numeric memory test completed"
"5490","X20140.0.0","X20140","0","0","When device described"
"5491","X20150.0.0","X20150","0","0","Forced expiratory volume in 1-second (FEV1), Best measure"
"5492","X20151.0.0","X20151","0","0","Forced vital capacity (FVC), Best measure"
"5493","X20152.0.0","X20152","0","0","Reproduciblity of spirometry measurement using ERS/ATS criteria"
"5494","X20153.0.0","X20153","0","0","Forced expiratory volume in 1-second (FEV1), predicted"
"5495","X20154.0.0","X20154","0","0","Forced expiratory volume in 1-second (FEV1), predicted percentage"
"5496","X20159.0.0","X20159","0","0","Number of symbol digit matches made correctly"
"5497","X20160.0.0","X20160","0","0","Ever smoked"
"5498","X20160.1.0","X20160","1","0","Ever smoked"
"5499","X20160.2.0","X20160","2","0","Ever smoked"
"5500","X20165.0.0","X20165","0","0","FI1 : numeric addition test"
"5501","X20167.0.0","X20167","0","0","FI2 : identify largest number"
"5502","X20169.0.0","X20169","0","0","FI3 : word interpolation"
"5503","X20171.0.0","X20171","0","0","FI4 : positional arithmetic"
"5504","X20173.0.0","X20173","0","0","FI5 : family relationship calculation"
"5505","X20175.0.0","X20175","0","0","FI6 : conditional arithmetic"
"5506","X20177.0.0","X20177","0","0","FI7 : synonym"
"5507","X20179.0.0","X20179","0","0","FI8 : chained arithmetic"
"5508","X20181.0.0","X20181","0","0","FI9 : concept interpolation"
"5509","X20183.0.0","X20183","0","0","FI10 : arithmetic sequence recognition"
"5510","X20185.0.0","X20185","0","0","FI11 : antonym"
"5511","X20187.0.0","X20187","0","0","FI12 : square sequence recognition"
"5512","X20189.0.0","X20189","0","0","FI13 : subset inclusion logic"
"5513","X20191.0.0","X20191","0","0","Fluid intelligence score"
"5514","X20192.0.0","X20192","0","0","Number of fluid intelligence questions attempted within time limit"
"5515","X20193.0.0","X20193","0","0","FI14 : alphanumeric substitution"
"5516","X20195.0.0","X20195","0","0","Number of symbol digit matches attempted"
"5517","X20200.0.0","X20200","0","0","Values wanted"
"5518","X20200.0.1","X20200","0","1","Values wanted"
"5519","X20200.0.2","X20200","0","2","Values wanted"
"5520","X20200.0.3","X20200","0","3","Values wanted"
"5521","X20200.0.4","X20200","0","4","Values wanted"
"5522","X20200.0.5","X20200","0","5","Values wanted"
"5523","X20200.0.6","X20200","0","6","Values wanted"
"5524","X20200.0.7","X20200","0","7","Values wanted"
"5525","X20200.0.8","X20200","0","8","Values wanted"
"5526","X20200.0.9","X20200","0","9","Values wanted"
"5527","X20200.0.10","X20200","0","10","Values wanted"
"5528","X20200.0.11","X20200","0","11","Values wanted"
"5529","X20200.0.12","X20200","0","12","Values wanted"
"5530","X20200.0.13","X20200","0","13","Values wanted"
"5531","X20200.0.14","X20200","0","14","Values wanted"
"5532","X20200.0.15","X20200","0","15","Values wanted"
"5533","X20200.0.16","X20200","0","16","Values wanted"
"5534","X20200.0.17","X20200","0","17","Values wanted"
"5535","X20200.0.18","X20200","0","18","Values wanted"
"5536","X20200.0.19","X20200","0","19","Values wanted"
"5537","X20200.0.20","X20200","0","20","Values wanted"
"5538","X20200.0.21","X20200","0","21","Values wanted"
"5539","X20200.0.22","X20200","0","22","Values wanted"
"5540","X20200.0.23","X20200","0","23","Values wanted"
"5541","X20200.0.24","X20200","0","24","Values wanted"
"5542","X20200.0.25","X20200","0","25","Values wanted"
"5543","X20200.0.26","X20200","0","26","Values wanted"
"5544","X20200.0.27","X20200","0","27","Values wanted"
"5545","X20200.0.28","X20200","0","28","Values wanted"
"5546","X20200.0.29","X20200","0","29","Values wanted"
"5547","X20200.0.30","X20200","0","30","Values wanted"
"5548","X20200.0.31","X20200","0","31","Values wanted"
"5549","X20200.0.32","X20200","0","32","Values wanted"
"5550","X20200.0.33","X20200","0","33","Values wanted"
"5551","X20200.0.34","X20200","0","34","Values wanted"
"5552","X20200.0.35","X20200","0","35","Values wanted"
"5553","X20200.0.36","X20200","0","36","Values wanted"
"5554","X20200.0.37","X20200","0","37","Values wanted"
"5555","X20200.0.38","X20200","0","38","Values wanted"
"5556","X20200.0.39","X20200","0","39","Values wanted"
"5557","X20200.0.40","X20200","0","40","Values wanted"
"5558","X20200.0.41","X20200","0","41","Values wanted"
"5559","X20200.0.42","X20200","0","42","Values wanted"
"5560","X20200.0.43","X20200","0","43","Values wanted"
"5561","X20200.0.44","X20200","0","44","Values wanted"
"5562","X20200.0.45","X20200","0","45","Values wanted"
"5563","X20200.0.46","X20200","0","46","Values wanted"
"5564","X20200.0.47","X20200","0","47","Values wanted"
"5565","X20200.0.48","X20200","0","48","Values wanted"
"5566","X20200.0.49","X20200","0","49","Values wanted"
"5567","X20200.0.50","X20200","0","50","Values wanted"
"5568","X20200.0.51","X20200","0","51","Values wanted"
"5569","X20200.0.52","X20200","0","52","Values wanted"
"5570","X20200.0.53","X20200","0","53","Values wanted"
"5571","X20200.0.54","X20200","0","54","Values wanted"
"5572","X20200.0.55","X20200","0","55","Values wanted"
"5573","X20200.0.56","X20200","0","56","Values wanted"
"5574","X20200.0.57","X20200","0","57","Values wanted"
"5575","X20200.0.58","X20200","0","58","Values wanted"
"5576","X20200.0.59","X20200","0","59","Values wanted"
"5577","X20200.0.60","X20200","0","60","Values wanted"
"5578","X20200.0.61","X20200","0","61","Values wanted"
"5579","X20200.0.62","X20200","0","62","Values wanted"
"5580","X20200.0.63","X20200","0","63","Values wanted"
"5581","X20200.0.64","X20200","0","64","Values wanted"
"5582","X20200.0.65","X20200","0","65","Values wanted"
"5583","X20200.0.66","X20200","0","66","Values wanted"
"5584","X20200.0.67","X20200","0","67","Values wanted"
"5585","X20200.0.68","X20200","0","68","Values wanted"
"5586","X20200.0.69","X20200","0","69","Values wanted"
"5587","X20200.0.70","X20200","0","70","Values wanted"
"5588","X20200.0.71","X20200","0","71","Values wanted"
"5589","X20200.0.72","X20200","0","72","Values wanted"
"5590","X20200.0.73","X20200","0","73","Values wanted"
"5591","X20200.0.74","X20200","0","74","Values wanted"
"5592","X20200.0.75","X20200","0","75","Values wanted"
"5593","X20200.0.76","X20200","0","76","Values wanted"
"5594","X20200.0.77","X20200","0","77","Values wanted"
"5595","X20200.0.78","X20200","0","78","Values wanted"
"5596","X20200.0.79","X20200","0","79","Values wanted"
"5597","X20200.0.80","X20200","0","80","Values wanted"
"5598","X20200.0.81","X20200","0","81","Values wanted"
"5599","X20200.0.82","X20200","0","82","Values wanted"
"5600","X20200.0.83","X20200","0","83","Values wanted"
"5601","X20200.0.84","X20200","0","84","Values wanted"
"5602","X20200.0.85","X20200","0","85","Values wanted"
"5603","X20200.0.86","X20200","0","86","Values wanted"
"5604","X20200.0.87","X20200","0","87","Values wanted"
"5605","X20200.0.88","X20200","0","88","Values wanted"
"5606","X20200.0.89","X20200","0","89","Values wanted"
"5607","X20200.0.90","X20200","0","90","Values wanted"
"5608","X20200.0.91","X20200","0","91","Values wanted"
"5609","X20200.0.92","X20200","0","92","Values wanted"
"5610","X20200.0.93","X20200","0","93","Values wanted"
"5611","X20200.0.94","X20200","0","94","Values wanted"
"5612","X20200.0.95","X20200","0","95","Values wanted"
"5613","X20200.0.96","X20200","0","96","Values wanted"
"5614","X20200.0.97","X20200","0","97","Values wanted"
"5615","X20200.0.98","X20200","0","98","Values wanted"
"5616","X20200.0.99","X20200","0","99","Values wanted"
"5617","X20200.0.100","X20200","0","100","Values wanted"
"5618","X20200.0.101","X20200","0","101","Values wanted"
"5619","X20200.0.102","X20200","0","102","Values wanted"
"5620","X20200.0.103","X20200","0","103","Values wanted"
"5621","X20200.0.104","X20200","0","104","Values wanted"
"5622","X20200.0.105","X20200","0","105","Values wanted"
"5623","X20200.0.106","X20200","0","106","Values wanted"
"5624","X20200.0.107","X20200","0","107","Values wanted"
"5625","X20200.0.108","X20200","0","108","Values wanted"
"5626","X20200.0.109","X20200","0","109","Values wanted"
"5627","X20200.0.110","X20200","0","110","Values wanted"
"5628","X20200.0.111","X20200","0","111","Values wanted"
"5629","X20200.0.112","X20200","0","112","Values wanted"
"5630","X20200.0.113","X20200","0","113","Values wanted"
"5631","X20200.0.114","X20200","0","114","Values wanted"
"5632","X20200.0.115","X20200","0","115","Values wanted"
"5633","X20200.0.116","X20200","0","116","Values wanted"
"5634","X20229.0.0","X20229","0","0","Values entered"
"5635","X20229.0.1","X20229","0","1","Values entered"
"5636","X20229.0.2","X20229","0","2","Values entered"
"5637","X20229.0.3","X20229","0","3","Values entered"
"5638","X20229.0.4","X20229","0","4","Values entered"
"5639","X20229.0.5","X20229","0","5","Values entered"
"5640","X20229.0.6","X20229","0","6","Values entered"
"5641","X20229.0.7","X20229","0","7","Values entered"
"5642","X20229.0.8","X20229","0","8","Values entered"
"5643","X20229.0.9","X20229","0","9","Values entered"
"5644","X20229.0.10","X20229","0","10","Values entered"
"5645","X20229.0.11","X20229","0","11","Values entered"
"5646","X20229.0.12","X20229","0","12","Values entered"
"5647","X20229.0.13","X20229","0","13","Values entered"
"5648","X20229.0.14","X20229","0","14","Values entered"
"5649","X20229.0.15","X20229","0","15","Values entered"
"5650","X20229.0.16","X20229","0","16","Values entered"
"5651","X20229.0.17","X20229","0","17","Values entered"
"5652","X20229.0.18","X20229","0","18","Values entered"
"5653","X20229.0.19","X20229","0","19","Values entered"
"5654","X20229.0.20","X20229","0","20","Values entered"
"5655","X20229.0.21","X20229","0","21","Values entered"
"5656","X20229.0.22","X20229","0","22","Values entered"
"5657","X20229.0.23","X20229","0","23","Values entered"
"5658","X20229.0.24","X20229","0","24","Values entered"
"5659","X20229.0.25","X20229","0","25","Values entered"
"5660","X20229.0.26","X20229","0","26","Values entered"
"5661","X20229.0.27","X20229","0","27","Values entered"
"5662","X20229.0.28","X20229","0","28","Values entered"
"5663","X20229.0.29","X20229","0","29","Values entered"
"5664","X20229.0.30","X20229","0","30","Values entered"
"5665","X20229.0.31","X20229","0","31","Values entered"
"5666","X20229.0.32","X20229","0","32","Values entered"
"5667","X20229.0.33","X20229","0","33","Values entered"
"5668","X20229.0.34","X20229","0","34","Values entered"
"5669","X20229.0.35","X20229","0","35","Values entered"
"5670","X20229.0.36","X20229","0","36","Values entered"
"5671","X20229.0.37","X20229","0","37","Values entered"
"5672","X20229.0.38","X20229","0","38","Values entered"
"5673","X20229.0.39","X20229","0","39","Values entered"
"5674","X20229.0.40","X20229","0","40","Values entered"
"5675","X20229.0.41","X20229","0","41","Values entered"
"5676","X20229.0.42","X20229","0","42","Values entered"
"5677","X20229.0.43","X20229","0","43","Values entered"
"5678","X20229.0.44","X20229","0","44","Values entered"
"5679","X20229.0.45","X20229","0","45","Values entered"
"5680","X20229.0.46","X20229","0","46","Values entered"
"5681","X20229.0.47","X20229","0","47","Values entered"
"5682","X20229.0.48","X20229","0","48","Values entered"
"5683","X20229.0.49","X20229","0","49","Values entered"
"5684","X20229.0.50","X20229","0","50","Values entered"
"5685","X20229.0.51","X20229","0","51","Values entered"
"5686","X20229.0.52","X20229","0","52","Values entered"
"5687","X20229.0.53","X20229","0","53","Values entered"
"5688","X20229.0.54","X20229","0","54","Values entered"
"5689","X20229.0.55","X20229","0","55","Values entered"
"5690","X20229.0.56","X20229","0","56","Values entered"
"5691","X20229.0.57","X20229","0","57","Values entered"
"5692","X20229.0.58","X20229","0","58","Values entered"
"5693","X20229.0.59","X20229","0","59","Values entered"
"5694","X20229.0.60","X20229","0","60","Values entered"
"5695","X20229.0.61","X20229","0","61","Values entered"
"5696","X20229.0.62","X20229","0","62","Values entered"
"5697","X20229.0.63","X20229","0","63","Values entered"
"5698","X20229.0.64","X20229","0","64","Values entered"
"5699","X20229.0.65","X20229","0","65","Values entered"
"5700","X20229.0.66","X20229","0","66","Values entered"
"5701","X20229.0.67","X20229","0","67","Values entered"
"5702","X20229.0.68","X20229","0","68","Values entered"
"5703","X20229.0.69","X20229","0","69","Values entered"
"5704","X20229.0.70","X20229","0","70","Values entered"
"5705","X20229.0.71","X20229","0","71","Values entered"
"5706","X20229.0.72","X20229","0","72","Values entered"
"5707","X20229.0.73","X20229","0","73","Values entered"
"5708","X20229.0.74","X20229","0","74","Values entered"
"5709","X20229.0.75","X20229","0","75","Values entered"
"5710","X20229.0.76","X20229","0","76","Values entered"
"5711","X20229.0.77","X20229","0","77","Values entered"
"5712","X20229.0.78","X20229","0","78","Values entered"
"5713","X20229.0.79","X20229","0","79","Values entered"
"5714","X20229.0.80","X20229","0","80","Values entered"
"5715","X20229.0.81","X20229","0","81","Values entered"
"5716","X20229.0.82","X20229","0","82","Values entered"
"5717","X20229.0.83","X20229","0","83","Values entered"
"5718","X20229.0.84","X20229","0","84","Values entered"
"5719","X20229.0.85","X20229","0","85","Values entered"
"5720","X20229.0.86","X20229","0","86","Values entered"
"5721","X20229.0.87","X20229","0","87","Values entered"
"5722","X20229.0.88","X20229","0","88","Values entered"
"5723","X20229.0.89","X20229","0","89","Values entered"
"5724","X20229.0.90","X20229","0","90","Values entered"
"5725","X20229.0.91","X20229","0","91","Values entered"
"5726","X20229.0.92","X20229","0","92","Values entered"
"5727","X20229.0.93","X20229","0","93","Values entered"
"5728","X20229.0.94","X20229","0","94","Values entered"
"5729","X20229.0.95","X20229","0","95","Values entered"
"5730","X20229.0.96","X20229","0","96","Values entered"
"5731","X20229.0.97","X20229","0","97","Values entered"
"5732","X20229.0.98","X20229","0","98","Values entered"
"5733","X20229.0.99","X20229","0","99","Values entered"
"5734","X20229.0.100","X20229","0","100","Values entered"
"5735","X20229.0.101","X20229","0","101","Values entered"
"5736","X20229.0.102","X20229","0","102","Values entered"
"5737","X20229.0.103","X20229","0","103","Values entered"
"5738","X20229.0.104","X20229","0","104","Values entered"
"5739","X20229.0.105","X20229","0","105","Values entered"
"5740","X20229.0.106","X20229","0","106","Values entered"
"5741","X20229.0.107","X20229","0","107","Values entered"
"5742","X20229.0.108","X20229","0","108","Values entered"
"5743","X20229.0.109","X20229","0","109","Values entered"
"5744","X20229.0.110","X20229","0","110","Values entered"
"5745","X20229.0.111","X20229","0","111","Values entered"
"5746","X20229.0.112","X20229","0","112","Values entered"
"5747","X20229.0.113","X20229","0","113","Values entered"
"5748","X20229.0.114","X20229","0","114","Values entered"
"5749","X20229.0.115","X20229","0","115","Values entered"
"5750","X20229.0.116","X20229","0","116","Values entered"
"5751","X20230.0.0","X20230","0","0","Duration to entering symbol choice"
"5752","X20230.0.1","X20230","0","1","Duration to entering symbol choice"
"5753","X20230.0.2","X20230","0","2","Duration to entering symbol choice"
"5754","X20230.0.3","X20230","0","3","Duration to entering symbol choice"
"5755","X20230.0.4","X20230","0","4","Duration to entering symbol choice"
"5756","X20230.0.5","X20230","0","5","Duration to entering symbol choice"
"5757","X20230.0.6","X20230","0","6","Duration to entering symbol choice"
"5758","X20230.0.7","X20230","0","7","Duration to entering symbol choice"
"5759","X20230.0.8","X20230","0","8","Duration to entering symbol choice"
"5760","X20230.0.9","X20230","0","9","Duration to entering symbol choice"
"5761","X20230.0.10","X20230","0","10","Duration to entering symbol choice"
"5762","X20230.0.11","X20230","0","11","Duration to entering symbol choice"
"5763","X20230.0.12","X20230","0","12","Duration to entering symbol choice"
"5764","X20230.0.13","X20230","0","13","Duration to entering symbol choice"
"5765","X20230.0.14","X20230","0","14","Duration to entering symbol choice"
"5766","X20230.0.15","X20230","0","15","Duration to entering symbol choice"
"5767","X20230.0.16","X20230","0","16","Duration to entering symbol choice"
"5768","X20230.0.17","X20230","0","17","Duration to entering symbol choice"
"5769","X20230.0.18","X20230","0","18","Duration to entering symbol choice"
"5770","X20230.0.19","X20230","0","19","Duration to entering symbol choice"
"5771","X20230.0.20","X20230","0","20","Duration to entering symbol choice"
"5772","X20230.0.21","X20230","0","21","Duration to entering symbol choice"
"5773","X20230.0.22","X20230","0","22","Duration to entering symbol choice"
"5774","X20230.0.23","X20230","0","23","Duration to entering symbol choice"
"5775","X20230.0.24","X20230","0","24","Duration to entering symbol choice"
"5776","X20230.0.25","X20230","0","25","Duration to entering symbol choice"
"5777","X20230.0.26","X20230","0","26","Duration to entering symbol choice"
"5778","X20230.0.27","X20230","0","27","Duration to entering symbol choice"
"5779","X20230.0.28","X20230","0","28","Duration to entering symbol choice"
"5780","X20230.0.29","X20230","0","29","Duration to entering symbol choice"
"5781","X20230.0.30","X20230","0","30","Duration to entering symbol choice"
"5782","X20230.0.31","X20230","0","31","Duration to entering symbol choice"
"5783","X20230.0.32","X20230","0","32","Duration to entering symbol choice"
"5784","X20230.0.33","X20230","0","33","Duration to entering symbol choice"
"5785","X20230.0.34","X20230","0","34","Duration to entering symbol choice"
"5786","X20230.0.35","X20230","0","35","Duration to entering symbol choice"
"5787","X20230.0.36","X20230","0","36","Duration to entering symbol choice"
"5788","X20230.0.37","X20230","0","37","Duration to entering symbol choice"
"5789","X20230.0.38","X20230","0","38","Duration to entering symbol choice"
"5790","X20230.0.39","X20230","0","39","Duration to entering symbol choice"
"5791","X20230.0.40","X20230","0","40","Duration to entering symbol choice"
"5792","X20230.0.41","X20230","0","41","Duration to entering symbol choice"
"5793","X20230.0.42","X20230","0","42","Duration to entering symbol choice"
"5794","X20230.0.43","X20230","0","43","Duration to entering symbol choice"
"5795","X20230.0.44","X20230","0","44","Duration to entering symbol choice"
"5796","X20230.0.45","X20230","0","45","Duration to entering symbol choice"
"5797","X20230.0.46","X20230","0","46","Duration to entering symbol choice"
"5798","X20230.0.47","X20230","0","47","Duration to entering symbol choice"
"5799","X20230.0.48","X20230","0","48","Duration to entering symbol choice"
"5800","X20230.0.49","X20230","0","49","Duration to entering symbol choice"
"5801","X20230.0.50","X20230","0","50","Duration to entering symbol choice"
"5802","X20230.0.51","X20230","0","51","Duration to entering symbol choice"
"5803","X20230.0.52","X20230","0","52","Duration to entering symbol choice"
"5804","X20230.0.53","X20230","0","53","Duration to entering symbol choice"
"5805","X20230.0.54","X20230","0","54","Duration to entering symbol choice"
"5806","X20230.0.55","X20230","0","55","Duration to entering symbol choice"
"5807","X20230.0.56","X20230","0","56","Duration to entering symbol choice"
"5808","X20230.0.57","X20230","0","57","Duration to entering symbol choice"
"5809","X20230.0.58","X20230","0","58","Duration to entering symbol choice"
"5810","X20230.0.59","X20230","0","59","Duration to entering symbol choice"
"5811","X20230.0.60","X20230","0","60","Duration to entering symbol choice"
"5812","X20230.0.61","X20230","0","61","Duration to entering symbol choice"
"5813","X20230.0.62","X20230","0","62","Duration to entering symbol choice"
"5814","X20230.0.63","X20230","0","63","Duration to entering symbol choice"
"5815","X20230.0.64","X20230","0","64","Duration to entering symbol choice"
"5816","X20230.0.65","X20230","0","65","Duration to entering symbol choice"
"5817","X20230.0.66","X20230","0","66","Duration to entering symbol choice"
"5818","X20230.0.67","X20230","0","67","Duration to entering symbol choice"
"5819","X20230.0.68","X20230","0","68","Duration to entering symbol choice"
"5820","X20230.0.69","X20230","0","69","Duration to entering symbol choice"
"5821","X20230.0.70","X20230","0","70","Duration to entering symbol choice"
"5822","X20230.0.71","X20230","0","71","Duration to entering symbol choice"
"5823","X20230.0.72","X20230","0","72","Duration to entering symbol choice"
"5824","X20230.0.73","X20230","0","73","Duration to entering symbol choice"
"5825","X20230.0.74","X20230","0","74","Duration to entering symbol choice"
"5826","X20230.0.75","X20230","0","75","Duration to entering symbol choice"
"5827","X20230.0.76","X20230","0","76","Duration to entering symbol choice"
"5828","X20230.0.77","X20230","0","77","Duration to entering symbol choice"
"5829","X20230.0.78","X20230","0","78","Duration to entering symbol choice"
"5830","X20230.0.79","X20230","0","79","Duration to entering symbol choice"
"5831","X20230.0.80","X20230","0","80","Duration to entering symbol choice"
"5832","X20230.0.81","X20230","0","81","Duration to entering symbol choice"
"5833","X20230.0.82","X20230","0","82","Duration to entering symbol choice"
"5834","X20230.0.83","X20230","0","83","Duration to entering symbol choice"
"5835","X20230.0.84","X20230","0","84","Duration to entering symbol choice"
"5836","X20230.0.85","X20230","0","85","Duration to entering symbol choice"
"5837","X20230.0.86","X20230","0","86","Duration to entering symbol choice"
"5838","X20230.0.87","X20230","0","87","Duration to entering symbol choice"
"5839","X20230.0.88","X20230","0","88","Duration to entering symbol choice"
"5840","X20230.0.89","X20230","0","89","Duration to entering symbol choice"
"5841","X20230.0.90","X20230","0","90","Duration to entering symbol choice"
"5842","X20230.0.91","X20230","0","91","Duration to entering symbol choice"
"5843","X20230.0.92","X20230","0","92","Duration to entering symbol choice"
"5844","X20230.0.93","X20230","0","93","Duration to entering symbol choice"
"5845","X20230.0.94","X20230","0","94","Duration to entering symbol choice"
"5846","X20230.0.95","X20230","0","95","Duration to entering symbol choice"
"5847","X20230.0.96","X20230","0","96","Duration to entering symbol choice"
"5848","X20230.0.97","X20230","0","97","Duration to entering symbol choice"
"5849","X20230.0.98","X20230","0","98","Duration to entering symbol choice"
"5850","X20230.0.99","X20230","0","99","Duration to entering symbol choice"
"5851","X20230.0.100","X20230","0","100","Duration to entering symbol choice"
"5852","X20230.0.101","X20230","0","101","Duration to entering symbol choice"
"5853","X20230.0.102","X20230","0","102","Duration to entering symbol choice"
"5854","X20230.0.103","X20230","0","103","Duration to entering symbol choice"
"5855","X20230.0.104","X20230","0","104","Duration to entering symbol choice"
"5856","X20230.0.105","X20230","0","105","Duration to entering symbol choice"
"5857","X20230.0.106","X20230","0","106","Duration to entering symbol choice"
"5858","X20230.0.107","X20230","0","107","Duration to entering symbol choice"
"5859","X20230.0.108","X20230","0","108","Duration to entering symbol choice"
"5860","X20230.0.109","X20230","0","109","Duration to entering symbol choice"
"5861","X20230.0.110","X20230","0","110","Duration to entering symbol choice"
"5862","X20230.0.111","X20230","0","111","Duration to entering symbol choice"
"5863","X20230.0.112","X20230","0","112","Duration to entering symbol choice"
"5864","X20230.0.113","X20230","0","113","Duration to entering symbol choice"
"5865","X20230.0.114","X20230","0","114","Duration to entering symbol choice"
"5866","X20230.0.115","X20230","0","115","Duration to entering symbol choice"
"5867","X20230.0.116","X20230","0","116","Duration to entering symbol choice"
