Homo sapiens,Drosophila Melanogaster,Relations,ID
56986,43472,01:01,793709
79895,41469,n:1,
3067,36076,01:01,910185
23312,31557,n:1,
29767,43633,n:1,
29766,43633,n:1,
10681,31744,01:01,596574
10776,39554,01:01,
51187,41372,01:01,950358
5873,31103,n:1,565011
HUMAN09524,38446,01:01,714290
4734,39958,n:1,574599
374618,37928,01:01,
102,34772,01:01,752448
2958,42822,01:01,
6095,36073,n:1,579100
54832,35693,n:1,706935
83660,38978,n:1,
7168,41852,n:1,
HUMAN09594,43039,n:1,
51762,40168,01:01,
83464,33467,n:1,
84191,246485,01:01,
6642,33560,n:1,949752
5479,37591,01:01,594096
HUMAN09626,49701,n:1,
9325,33044,01:01,738549
80119,33567,01:01,924002
123263,43699,01:01,530756
10845,42369,01:01,961792
54878,42972,n:1,
HUMAN09659,34762,01:01,920915
HUMAN09661,33300,01:01,903744
HUMAN09665,31800,n:1,
HUMAN09667,38218,n:1,595180
5604,31872,n:1,594112
6124,43349,01:01,960244
4088,31738,n:1,
145853,326250,01:01,939354
91860,42465,01:01,597754
10116,37344,01:01,292278
8125,37043,n:1,594737
26035,35569,01:01,914059
9493,38515,01:01,595319
6176,33214,01:01,
79875,34435,01:01,595913
10002,36702,01:01,579087
123228,DROME05525,01:01,904554
5315,DROME16339,01:01,950593
60677,39527,01:01,
25820,32796,01:01,538362
55889,37524,n:1,
123346,32599,n:1,894170
585,36167,01:01,594467
4756,36377,n:1,594444
342096,37524,n:1,
25989,41112,01:01,595220
9377,41432,01:01,894299
54913,35574,n:1,
60490,246533,01:01,946874
HUMAN09823,37524,n:1,
653641,37524,n:1,
HUMAN09829,3885643,01:01,809120
5780,31907,01:01,600403
55272,36976,01:01,960780
1464,35104,01:01,595498
92912,31214,n:1,
2108,36252,01:01,745480
5955,326150,01:01,595344
3419,32940,01:01,936828
23205,44117,n:m,
23205,34822,n:m,594602
55466,41646,n:1,
80349,41226,01:01,593994
123688,35118,01:01,851208
5685,37378,01:01,530166
HUMAN09899,41850,01:01,929267
23423,32140,n:1,
10588,37699,01:01,
54469,41114,n:1,
2184,45577,01:01,924569
58489,326251,n:1,
161502,5740661,1:m,
161502,42548,1:m,826482
79631,39834,01:01,593731
283726,42197,01:01,595174
HUMAN09946,39088,01:01,936000
8120,31381,n:1,537129
9455,33944,01:01,933702
6457,42265,n:1,
57188,35424,01:01,
23478,40815,n:1,
9154,35914,n:1,939478
26589,38230,01:01,902618
55070,44793,01:01,543190
11057,33532,01:01,887379
55215,35895,01:01,576047
5428,34792,01:01,925532
374654,35653,n:1,594960
8800,36758,n:1,
290,43444,01:01,880798
HUMAN10035,43943,n:1,932983
10509,34192,01:01,
390637,39097,01:01,955618
5045,47220,01:01,
4122,41126,n:1,
374659,43456,01:01,745644
55898,44910,n:1,
9055,32015,1:m,
9055,32016,1:m,594475
1106,33505,n:1,
55784,37165,n:1,
7026,41491,n:1,
HUMAN10092,251690,n:1,
4205,36032,n:1,
220,43244,01:01,
22856,32497,n:1,
6627,35713,01:01,593747
51728,3772344,01:01,953236
8131,39550,01:01,708320
55692,39956,n:1,
398,40179,n:1,
8312,43565,01:01,
10573,33715,01:01,952516
57799,32195,n:1,952908
84326,50438,01:01,957552
10273,34433,01:01,842992
HUMAN10195,43505,01:01,826638
64428,3355011,01:01,728687
51764,45234,01:01,950239
7329,33226,01:01,593675
8938,38801,01:01,819564
HUMAN10247,36381,01:01,923326
9742,33230,01:01,724393
23162,43905,n:1,862155
10101,40282,01:01,920718
3029,40299,01:01,727912
81889,42505,01:01,924568
254528,31705,01:01,923505
64711,32918,n:1,
4716,44228,01:01,924563
6187,34309,01:01,958941
10607,36019,01:01,593707
HUMAN10291,37923,01:01,933621
7249,40201,01:01,854604
57524,50225,01:01,
64223,31903,01:01,593681
283871,39986,01:01,784097
1877,34592,01:01,
1632,34315,1:m,954562
1632,34316,1:m,
1632,34317,1:m,
10921,41147,01:01,595873
21,DROME11894,n:m,
21,33103,n:m,
57465,35359,01:01,
527,44307,1:m,879235
527,317846,1:m,
51005,33026,01:01,954244
5170,38017,01:01,
54442,31110,n:1,935791
23524,38306,01:01,
HUMAN10341,42435,01:01,867449
79228,39394,01:01,929597
7752,40795,1:m,
7752,43572,1:m,
79903,39142,01:01,927928
23059,33142,01:01,832231
10131,35559,01:01,917684
1387,43856,n:1,
115,DROME20880,01:01,597369
HUMAN10414,41937,01:01,951728
100529144,31620,01:01,761343
9093,48844,01:01,593530
79641,39917,01:01,576868
84656,192507,01:01,
9717,33899,n:1,
56052,42146,01:01,960098
196483,32916,n:1,831275
HUMAN10479,40188,01:01,918225
25880,36457,01:01,941386
5373,39436,n:1,850673
23589,39875,n:1,
7874,32169,01:01,593746
146279,49952,n:m,
146279,49952,n:m,909712
146279,49952,n:m,
4682,35000,01:01,920717
780776,39025,n:1,
23274,41992,01:01,724525
2935,34658,n:1,
2072,31373,01:01,902943
HUMAN10551,36053,n:1,
HUMAN10555,33108,01:01,950014
123803,37147,01:01,928995
54700,35454,01:01,936721
255027,2768954,01:01,945808
54820,39169,n:1,
4629,38001,n:1,
4363,34686,n:1,594851
408050,36053,n:1,
64131,38288,n:1,922907
283820,36053,n:1,731026
6210,36142,1:m,
6210,44150,1:m,959287
HUMAN10609,42027,n:1,
23204,42027,n:1,284335
23049,31625,01:01,869736
10229,44007,01:01,
51573,41997,01:01,
HUMAN10629,41043,01:01,868641
55623,38533,01:01,
112479,DROME07676,01:01,887850
55567,38586,01:01,574262
257629,36427,n:1,
1428,32676,01:01,904492
51108,37794,01:01,818095
7385,39846,01:01,852437
9956,32918,n:1,
91949,43547,01:01,829786
23062,31902,n:1,
124454,39828,01:01,
84516,34873,01:01,842307
5347,40232,01:01,594266
HUMAN10721,42358,n:1,
5579,48311,n:1,
27327,43808,n:1,
55114,42371,n:1,
51451,34928,01:01,878995
197370,33938,01:01,
23214,47141,01:01,911572
728689,37005,n:1,
1201,39981,n:1,738540
HUMAN10768,39981,n:1,
112869,37429,01:01,894151
6799,37743,n:1,
8663,37005,n:1,860848
11273,DROME15088,01:01,
7284,44438,01:01,593532
487,49297,n:1,
HUMAN10801,45380,01:01,
79008,40578,n:1,841727
HUMAN10811,37743,n:1,
10423,32506,01:01,889876
9344,32948,n:1,595571
8448,DROME20092,n:1,
226,43183,n:1,822066
5531,45031,01:01,915378
5595,3354888,n:1,
11151,35596,n:1,
79008,40578,n:1,
HUMAN10869,37743,n:1,
10421,34432,01:01,950404
51333,33535,n:1,
22928,36587,n:1,915630
HUMAN10905,32120,n:1,
9810,38652,n:1,594876
9739,32301,01:01,
112755,42854,n:1,
339105,246449,01:01,599830
79001,3346188,n:1,860322
1339,246451,01:01,816873
79798,43513,01:01,948557
79801,35298,01:01,953080
55737,37536,01:01,588781
23594,36017,01:01,732130
91807,32631,01:01,
84706,32292,n:1,871688
81533,39684,01:01,884078
5257,34114,01:01,892616
6477,39884,01:01,916925
23090,36609,n:1,
255919,39204,01:01,917606
55027,40786,01:01,940241
113,40180,n:1,
124460,33466,01:01,924816
6299,34568,01:01,
5934,31027,n:1,
64400,47272,01:01,
10265,5740176,01:01,
54947,31899,n:1,752176
6530,36849,01:01,
2775,36104,01:01,950674
11051,39083,01:01,892258
55239,19834718,01:01,945049
HUMAN11085,41804,1:m,904796
HUMAN11085,32350,1:m,
6559,40663,01:01,834272
9709,34065,n:1,
80011,36988,01:01,830548
57019,49424,01:01,
57017,246650,01:01,916109
5432,34796,01:01,950984
92922,33910,01:01,595299
84229,4379864,01:01,800150
10300,32581,01:01,
79650,41155,01:01,879534
29105,34429,01:01,905176
29070,33187,01:01,595121
64785,31967,01:01,940137
65009,DROME07572,n:1,
23019,DROME04895,01:01,556126
2806,33373,01:01,885543
HUMAN11160,42273,01:01,
1783,32057,n:1,
8883,39244,01:01,932070
766,34786,n:1,
57546,31683,n:1,914312
6236,5740446,01:01,
51647,39221,01:01,769583
23491,40901,01:01,
283848,36780,1:m,
283848,37572,1:m,
865,38198,1:m,922803
865,38202,1:m,
80262,38943,01:01,557424
29100,36759,01:01,910085
51673,39813,n:1,802105
HUMAN11239,31342,01:01,958404
81577,33356,n:1,
57610,36102,n:1,
10204,35101,1:m,
10204,33078,1:m,957466
23644,34541,01:01,929357
3931,261623,n:m,
3931,326109,n:m,
6560,37800,n:1,
54920,32377,01:01,950828
55794,33254,01:01,595118
23659,261623,n:m,
23659,326109,n:m,588428
54496,37664,01:01,866390
HUMAN11312,39774,01:01,536540
6645,40424,n:1,882489
27183,32777,n:1,593724
84342,34571,01:01,791322
64146,41282,1:m,956901
64146,318700,1:m,
51388,42963,01:01,960835
146456,38698,01:01,944159
28987,31943,01:01,869727
55066,31377,01:01,942597
16,34156,01:01,860544
11269,3354919,n:1,593770
HUMAN11345,3354919,n:1,
55308,3354919,n:1,
25839,34442,01:01,588394
23450,38093,01:01,920108
55697,41543,01:01,842958
794,36905,n:1,
10164,33914,01:01,
6898,32381,01:01,871698
9798,38750,01:01,917970
1723,41022,01:01,865840
463,43795,n:1,
5713,37894,01:01,949259
2734,40382,01:01,951411
55159,39874,01:01,796231
79152,35670,01:01,923246
79726,34540,01:01,929044
9564,38021,n:1,910846
124491,36137,n:1,
23536,34787,01:01,910935
3735,31904,01:01,913140
HUMAN11438,39387,n:1,
HUMAN11448,53552,01:01,594570
51741,34090,01:01,566538
83657,36963,01:01,821321
56942,7354380,01:01,931955
2653,40349,01:01,939195
5336,32601,n:1,
10200,35382,01:01,
3281,34655,01:01,589328
8720,40399,01:01,950806
83693,318955,1:m,
83693,318954,1:m,566537
23406,32865,01:01,876151
51659,33641,01:01,937529
10328,37635,01:01,807438
1327,35279,n:m,909987
1327,DROME03969,n:m,
64779,40559,01:01,932625
54758,39437,01:01,593845
8140,34624,01:01,834244
161882,33225,01:01,934094
124245,31662,01:01,595268
4597,32520,01:01,935382
9780,34112,n:m,944769
9780,DROME12862,n:m,
353,48224,01:01,953744
51693,36197,01:01,
863,37886,n:1,
197322,31668,01:01,
6687,31253,01:01,596068
6137,34329,01:01,915920
1800,43184,01:01,
8558,36051,01:01,593850
22980,38897,01:01,943709
54849,39381,01:01,575120
2622,31321,01:01,594406
8447,DROME20092,n:1,
55275,33640,01:01,901669
51031,33076,01:01,754480
55178,40132,01:01,597023
29928,318636,01:01,768970
7531,42186,01:01,846594
1398,43775,n:1,
4641,DROME08721,n:1,596097
51763,36911,01:01,
5306,42306,n:1,
10594,36304,01:01,866910
124997,34616,01:01,919073
6117,40972,01:01,890621
HUMAN11730,39317,01:01,941820
124641,42434,01:01,793718
55720,40360,01:01,724767
9905,33046,n:m,599076
9905,318059,n:m,
5048,36791,01:01,593728
23277,36793,01:01,896743
1497,42723,01:01,848591
83460,42992,01:01,775951
124936,31855,01:01,915958
51479,DROME12869,01:01,597434
7326,3355079,01:01,593937
409,53554,n:1,
388323,246587,n:1,
5694,46058,01:01,953669
5338,35554,n:1,
50488,44030,n:1,
8402,43483,01:01,769033
2027,33351,n:1,
9552,35323,01:01,915281
84622,41404,n:1,
4927,41562,01:01,892662
708,37006,01:01,947739
56919,34357,01:01,938766
51009,42005,n:1,589094
23746,32144,n:1,
84817,43938,01:01,717280
284111,DROME12015,n:m,
284111,3772159,n:m,
284111,3772456,n:m,594863
83659,38653,01:01,909711
HUMAN11870,37527,01:01,
1742,32083,n:1,
37,37217,01:01,911729
1856,32078,n:1,
11337,32001,01:01,878487
23399,33107,01:01,778292
6517,38109,n:1,
1984,37846,n:1,936284
84461,39558,01:01,922235
9744,42735,n:1,
254863,7354436,01:01,
57555,34927,01:01,
HUMAN11927,32100,01:01,956665
1973,33835,n:1,
9526,33717,01:01,940262
9513,37528,n:1,
112483,41832,01:01,825935
482,33952,n:m,
482,33953,n:m,954184
482,35408,n:m,
55135,33865,01:01,934713
146754,3355181,01:01,574251
124637,33637,01:01,877173
1107,40170,n:1,
9196,31955,n:1,
58485,43590,01:01,850838
HUMAN11986,36080,1:m,883060
HUMAN11986,38196,1:m,
9212,41446,n:1,
5198,33847,01:01,943319
399512,36566,n:m,
399512,36567,n:m,769024
399512,36568,n:m,
6154,40060,n:1,
81565,39169,n:1,717952
4628,38001,n:1,594035
146849,35205,n:m,903843
146849,35206,n:m,
9423,32398,01:01,787604
9482,39847,01:01,536086
146845,38761,01:01,594213
8735,35007,n:1,
4626,35007,n:1,
4622,35007,n:1,
4619,35007,n:1,
4620,35007,n:1,
4621,35007,n:1,
6341,33711,01:01,551842
1770,42485,n:1,
6416,41020,01:01,595626
60528,36086,01:01,731472
9955,32918,n:1,810302
1352,34394,01:01,
9953,32918,n:1,
64518,49952,n:m,909713
64518,49952,n:m,
64518,49952,n:m,
HUMAN12066,39025,n:1,
54902,35172,01:01,952085
7314,31564,01:01,845631
201163,38793,01:01,902612
8533,40308,01:01,931222
6720,40155,n:1,887422
146691,39093,n:1,
83450,34318,1:m,925074
83450,3355180,1:m,
91647,35399,01:01,956733
1819,42343,01:01,568939
51168,32028,n:1,597782
3996,33156,n:1,
2314,33110,01:01,596469
6470,DROME19332,01:01,
654346,33162,n:m,
654346,33163,n:m,
51030,39025,n:1,935111
5636,43637,01:01,938463
27077,41888,01:01,825494
224,45398,n:1,
218,45398,n:1,
9706,39454,01:01,594355
11216,34957,01:01,
92521,31004,n:1,
284194,33162,n:m,
284194,33163,n:m,
23326,40030,n:1,593880
25979,43502,01:01,566530
8834,3772100,01:01,925009
5606,32257,n:1,
3768,42742,n:m,
3768,42770,n:m,
100134444,42742,n:m,
100134444,42770,n:m,
3965,33162,n:m,
3965,33163,n:m,
51701,38890,01:01,595553
90410,246616,01:01,922900
7126,35488,n:1,
26073,40655,01:01,904319
9058,DROME12015,n:m,594389
9058,3772159,n:m,
9058,3772456,n:m,
9094,31664,n:1,812561
94005,42979,01:01,934080
230,43183,n:1,
9703,38395,01:01,953132
6388,40637,n:1,807243
6830,44000,01:01,960758
HUMAN12277,38209,01:01,
9618,33638,01:01,828390
HUMAN12291,32425,01:01,594637
57649,31571,01:01,
57551,32948,n:1,
124930,37199,n:1,575357
84940,35596,n:1,
642,DROME19737,01:01,814745
HUMAN12337,248102,01:01,948652
4763,43149,01:01,901101
55813,31833,01:01,538833
23512,48071,01:01,922747
55288,42845,01:01,960819
162494,44856,1:m,
162494,38168,1:m,
162494,DROME08749,1:m,569377
5717,DROME06089,01:01,922362
4642,34445,n:1,595453
40,37566,n:m,
40,43485,n:m,
40,318213,n:m,
124842,31555,n:1,
10693,32518,n:1,
91603,43006,01:01,
5892,35937,01:01,
54475,33234,01:01,593669
146862,44910,n:1,904078
5193,33256,01:01,
163,32987,n:1,537128
57151,246428,1:m,
57151,31460,1:m,
414059,36554,n:1,
102724862,36554,n:1,
101060321,36554,n:1,
729877,36554,n:1,
HUMAN12451,36554,n:1,
9326,36728,01:01,935894
284098,33425,1:m,
284098,38220,1:m,
79154,32128,1:m,
79154,3355165,1:m,566516
26574,33943,01:01,950119
31,35761,n:1,891547
6871,326128,01:01,577078
11072,43575,n:1,
11056,39979,01:01,594060
101060351,36554,n:1,597181
101060376,36554,n:1,
101060389,36554,n:1,
414060,36554,n:1,
102723859,36554,n:1,
414060,36554,n:1,
5691,41079,01:01,953666
8396,3885565,n:1,
54883,33460,01:01,594022
9349,37628,01:01,961485
3927,39864,n:1,
782,34557,n:1,
6143,37995,01:01,959415
HUMAN12521,36244,n:1,594511
5469,40403,01:01,594814
93210,35570,01:01,951417
2064,37455,n:1,
84299,50123,01:01,728248
94103,40404,n:1,896226
5709,35176,01:01,940301
HUMAN12551,38914,01:01,921102
22794,43331,01:01,595320
7153,35225,n:1,
85289,170876,n:1,
84616,170876,n:1,
85291,170876,n:1,
83900,170876,n:1,
85280,170876,n:1,
100507608,170876,n:1,
100505753,34818,01:01,
3857,34829,01:01,
HUMAN12646,38398,n:1,937393
115024,37875,n:1,
317719,3354863,01:01,602071
47,36760,01:01,957148
7266,34984,01:01,593912
HUMAN12669,35667,n:1,943704
2648,39431,n:1,717160
535,43442,01:01,909112
4669,46386,01:01,872099
80347,38647,01:01,955646
6945,43293,01:01,935853
7283,33501,n:m,956349
7283,35199,n:m,
27175,33501,n:m,
27175,35199,n:m,
8506,39387,n:1,
2145,39203,n:1,
84313,35847,01:01,809096
65266,45821,01:01,
28958,39320,01:01,923058
8678,42850,n:1,902399
10197,32274,01:01,813680
2538,33476,n:1,
100885850,31318,01:01,860546
146923,31045,01:01,934271
6155,43103,01:01,
1659,36561,01:01,938762
4355,DROME03549,n:1,
124801,39167,1:m,
124801,32167,1:m,812596
92579,33476,n:1,
10014,32278,n:1,
6521,39147,n:1,
51629,40915,n:m,
51629,3772641,n:m,
3674,32661,01:01,
HUMAN12785,34241,01:01,709542
9343,43358,01:01,593709
79877,40846,01:01,948171
4836,38909,n:1,854586
752,39561,n:1,
1394,36368,n:m,
1394,36601,n:m,
4905,41694,1:m,593954
4905,47091,1:m,
9570,38614,n:1,743018
HUMAN12847,38614,n:1,
996,38798,01:01,594157
4635,31474,n:1,
9520,DROME08755,01:01,880794
3837,35336,01:01,536981
124995,33182,01:01,
HUMAN12873,40851,n:1,
55163,DROME13568,01:01,914540
80279,246534,01:01,916499
10951,31834,n:1,
516,43693,01:01,
11267,42572,01:01,868661
10642,32009,n:1,
162466,32967,n:1,
22834,37155,01:01,
5245,49168,01:01,593642
8405,DROME14817,n:1,594211
HUMAN12937,42510,01:01,807134
HUMAN12949,32275,n:1,
5164,35970,n:1,899361
6442,34135,n:1,953531
1277,43930,n:1,
64132,38288,n:1,
51264,318825,01:01,927982
80221,33766,01:01,593613
64847,36593,01:01,940634
8714,34686,n:1,
51747,31602,01:01,
9043,43905,n:1,
4830,DROME18153,01:01,961250
51096,36831,01:01,540413
56934,31687,n:m,704800
56934,31915,n:m,
84643,32049,n:1,
1353,33776,01:01,956822
3131,45588,01:01,802402
23531,31656,n:1,
8526,36408,01:01,860859
59342,326163,1:m,
59342,38083,1:m,
59342,318050,1:m,790874
124540,39919,01:01,596948
51649,318977,01:01,950586
404093,38243,01:01,761612
HUMAN13045,53443,01:01,
140735,33319,n:m,
140735,31405,n:m,866185
6827,36387,01:01,894405
9110,DROME21043,01:01,724456
5414,32646,n:1,
55181,34484,01:01,879564
388403,31949,n:1,838432
1213,32537,n:1,574738
51651,40814,01:01,909912
81671,326232,01:01,537500
6198,38654,n:1,595297
10513,31593,01:01,597444
342538,36409,01:01,
57508,32745,01:01,925479
9969,43906,n:1,939638
339175,38197,n:1,918181
HUMAN13146,34189,1:m,
HUMAN13146,34805,1:m,
10238,33131,01:01,923459
57003,33573,01:01,837764
11325,39218,01:01,594403
117246,32568,01:01,961853
5705,33105,01:01,593647
HUMAN13173,32619,n:1,
2081,42358,n:1,918964
64750,36999,n:1,
10672,3355131,n:1,
5578,48311,n:1,
5718,40717,01:01,890601
26207,37011,01:01,896766
25926,40128,01:01,815155
HUMAN13214,44811,01:01,
3838,34338,01:01,557183
55062,35396,01:01,558354
5573,40305,n:1,805906
5608,32257,n:1,594291
3759,42742,n:m,
3759,42770,n:m,
201266,36273,01:01,593786
9382,41479,01:01,557779
54549,31017,n:1,596967
6169,3355144,01:01,
94015,31071,n:m,
94015,33109,n:m,848565
HUMAN13263,39318,01:01,925863
26151,43726,01:01,909179
54868,40258,01:01,594566
2232,36203,01:01,930892
124590,36427,n:1,594804
283987,36336,01:01,589754
3396,34446,01:01,956269
23510,31110,n:1,
10476,42291,01:01,942856
6613,33981,n:1,
79902,37078,01:01,876369
23163,31902,n:1,594827
51081,34412,01:01,
60386,41316,01:01,
2885,36497,01:01,596375
9772,33644,01:01,935675
3993,33156,n:1,926094
HUMAN13344,32028,n:1,
3020,31848,n:m,
3020,31848,n:m,538857
23558,39460,01:01,594642
64978,32375,01:01,760900
1018,42453,n:1,595516
6730,39028,01:01,951776
23265,38959,01:01,717299
63893,42793,01:01,866965
HUMAN13421,42616,01:01,817566
124512,41951,01:01,831274
6427,53444,01:01,594397
79157,41538,01:01,594390
6397,33899,n:1,600875
HUMAN13442,43808,n:1,
125061,33907,01:01,
332,42077,01:01,
9489,42254,01:01,960526
8632,42485,n:1,
9267,35425,n:1,
7077,41248,n:1,
124583,41373,01:01,952502
55036,5740691,01:01,
9775,40987,01:01,
6448,42266,01:01,833889
284129,37025,1:m,827024
284129,43561,1:m,
57521,31543,01:01,
79643,37581,01:01,530111
10458,39258,n:1,
71,35526,n:m,550406
71,31521,n:m,
25794,31717,n:1,
55666,43091,01:01,805090
9146,33458,01:01,594660
1468,41640,01:01,769034
5034,39651,01:01,859537
396,40179,n:1,956987
10189,44029,01:01,594743
5833,34716,01:01,911017
5831,42106,n:1,932307
79058,3772658,01:01,881889
5881,38146,n:1,564970
51181,32880,01:01,566478
5986,40314,n:1,
2873,40063,01:01,912606
64118,33190,01:01,950830
2194,117361,1:m,
2194,DROME00564,1:m,593982
1453,43673,n:1,593910
56270,41074,01:01,558352
10966,32195,n:1,
HUMAN13644,33389,01:01,707016
9097,34387,01:01,593666
9984,40723,01:01,824399
1068,3355126,n:1,
7298,33499,01:01,953332
10403,32316,01:01,
9663,35790,n:1,831388
10627,31554,n:1,
103910,31554,n:1,
339291,37903,01:01,
HUMAN13700,32740,01:01,836771
57045,44510,1:m,884986
57045,32160,1:m,
10928,42484,01:01,595491
8774,37842,1:m,
8774,41239,1:m,
63895,34112,n:m,
63895,DROME12862,n:m,944770
57132,40036,01:01,861121
65258,34116,01:01,937933
10939,39922,01:01,593930
10650,44132,n:1,
56984,42174,01:01,862118
81929,35762,01:01,538171
8731,34877,01:01,926337
6093,43916,n:1,
6632,44668,01:01,872154
171586,35930,n:1,887378
57534,39750,01:01,291486
8780,33693,01:01,596584
29919,38734,01:01,588358
4864,34358,01:01,883316
147463,33486,01:01,594144
3909,38723,n:1,599089
25925,36609,n:1,913958
143471,32584,n:1,
HUMAN13820,DROME07585,n:1,931186
361,DROME05359,n:1,
HUMAN13833,43574,n:1,
22878,40140,01:01,939069
1837,36362,n:1,
2589,326151,n:1,771062
55197,38283,n:1,
25800,38976,01:01,595679
55250,36123,01:01,593744
55034,33045,01:01,901233
25941,39363,01:01,730890
5289,37733,01:01,707036
6014,36776,n:1,565021
57724,42256,01:01,917452
498,37617,01:01,810384
83473,31308,01:01,594609
HUMAN13924,42749,n:1,
HUMAN13926,42749,n:1,
HUMAN13927,42749,n:1,
51224,42749,n:1,
84064,34155,01:01,784098
51124,39235,01:01,933984
4087,31738,n:1,915678
54808,35897,01:01,543437
100526842,31613,n:1,921897
6139,31613,n:1,
10449,34313,01:01,949338
30827,31880,01:01,872773
4089,43725,01:01,931333
1630,36377,n:1,
5874,31103,n:1,
9352,38646,01:01,901083
23335,31155,01:01,926364
2235,43757,01:01,734542
4677,35194,01:01,913142
23327,39958,n:1,
90701,40815,n:1,842075
3998,44679,01:01,889484
2531,43043,01:01,566483
9525,32777,n:1,
5275,49807,01:01,
89778,35600,n:m,
89778,49808,n:m,
89778,49803,n:m,
5273,35600,n:m,
5273,49808,n:m,
5273,49803,n:m,
5271,35600,n:m,
5271,49808,n:m,939753
5271,49803,n:m,
54495,39775,01:01,859541
29090,33772,01:01,558282
125704,2768997,01:01,873071
55748,35507,01:01,931558
HUMAN14081,31742,01:01,
27164,34569,01:01,600378
374868,34736,n:1,712679
9150,37925,01:01,778288
80148,34003,01:01,574954
10907,33645,01:01,881581
84552,32752,n:1,941144
8612,DROME04863,01:01,
25759,44052,n:1,
284451,42794,01:01,
997,39691,n:1,
5442,33285,01:01,723595
HUMAN14150,48571,n:1,
10025,37535,01:01,
57418,31146,01:01,
5434,36160,01:01,952165
513,31950,01:01,
HUMAN14203,43477,1:m,
HUMAN14203,32565,1:m,
26528,43231,01:01,596438
6209,36851,01:01,955536
92840,36569,n:m,
92840,43115,n:m,866055
53615,41151,01:01,
81926,326251,n:1,
113179,37135,01:01,809057
1455,49701,n:1,
126308,34372,n:1,
8943,44819,01:01,
51690,35003,01:01,724240
26517,4379884,1:m,909189
26517,39327,1:m,
84823,33782,n:m,
84823,36615,n:m,
2788,35881,n:1,
6449,35052,n:1,593913
2767,36384,n:1,
56926,34388,01:01,724342
83475,43740,01:01,593689
51343,45922,01:01,594423
10362,37407,01:01,596050
126326,46027,n:1,
58509,33043,01:01,593986
HUMAN14334,41062,n:1,
1938,35422,01:01,593633
51588,35927,01:01,
5605,31872,n:1,
51548,41254,01:01,745092
6455,42265,n:1,539068
80700,37148,01:01,902600
91039,42972,n:1,
55527,41816,n:1,
5802,35259,n:1,
6294,42958,01:01,
25873,31009,01:01,
9361,40138,01:01,941714
56931,35264,01:01,950826
126328,37385,01:01,
8498,42804,01:01,
81616,44117,n:m,594152
81616,34822,n:m,
8192,34402,01:01,797391
84266,39335,01:01,543321
2962,40790,01:01,594131
HUMAN14450,36889,n:1,
HUMAN14461,39415,n:1,
9322,38534,n:1,
7409,32920,n:1,
92960,2768725,1:m,
92960,42751,1:m,941538
57192,40152,n:m,
57192,40152,n:m,
10908,31716,n:1,596103
56949,36514,01:01,593854
100131801,36995,01:01,931752
126003,36641,01:01,870352
115704,32088,n:1,
5609,32256,01:01,
10469,42298,01:01,897741
1994,33498,n:m,
1994,32245,n:m,
4701,31190,01:01,941813
6234,43564,1:m,
6234,31897,1:m,954946
51129,41912,01:01,
9230,42501,01:01,564967
51257,31592,01:01,
94025,318097,01:01,
59286,35592,01:01,954420
5300,33111,01:01,955152
56342,42502,01:01,882516
8666,42422,1:m,
8666,31243,1:m,593714
51073,49425,01:01,945151
112812,39070,01:01,584719
HUMAN14627,38232,01:01,919647
5141,DROME18988,n:1,761085
9817,DROME15374,01:01,597527
HUMAN14639,39382,01:01,593857
57153,43440,n:1,
81890,33307,01:01,952921
1785,45928,n:1,896605
11018,32435,n:1,
78992,32244,n:1,
HUMAN14663,39744,n:1,
HUMAN14665,43105,n:m,
HUMAN14665,2768687,n:m,
57572,33165,n:1,
374882,33085,01:01,
115948,39345,01:01,903216
5589,35056,01:01,918950
1995,33498,n:m,
1995,32245,n:m,
51295,40732,01:01,951939
84337,5740664,01:01,764854
90589,41355,01:01,
4125,34436,1:m,
4125,34437,1:m,730897
84292,34955,01:01,593877
51398,38602,01:01,892930
HUMAN14764,38917,01:01,910047
30000,38721,n:1,536982
439,35690,01:01,865807
54831,39660,n:m,
54831,39661,n:m,839968
29911,35169,n:1,
10535,33213,01:01,947590
2639,33911,01:01,911721
HUMAN14795,31740,01:01,953100
811,41166,01:01,752345
5886,43785,n:1,
90480,40395,01:01,948645
55621,34656,01:01,948020
8677,40373,n:1,
81576,36789,01:01,
84245,43713,01:01,953927
54862,34543,n:1,756771
5566,34284,n:1,594299
5731,39966,n:1,
10755,46027,n:1,920650
3337,33308,n:m,
3337,38643,n:m,595459
9524,38457,01:01,873335
4713,32434,01:01,947099
4854,31293,n:1,
23476,39153,01:01,
11283,38311,1:m,
11283,DROME09916,1:m,
4051,34036,01:01,
7171,41852,n:1,
117286,37363,01:01,
26017,33647,01:01,941796
8907,41150,01:01,590079
58513,37961,01:01,594617
HUMAN14927,3346235,01:01,595867
79939,33128,01:01,857778
79041,32606,n:1,
55850,39051,01:01,842350
79016,318983,01:01,
84705,42906,01:01,957669
376497,26067068,n:m,
376497,37657,n:m,594591
25796,32013,01:01,955287
79709,319025,n:1,
HUMAN14994,261329,n:1,
3718,32080,n:1,595403
6142,36985,01:01,957702
115098,42286,01:01,872369
3780,31456,n:1,738030
84769,317944,01:01,
5864,36127,n:1,
5143,DROME18988,n:1,
54858,251690,n:1,925024
170463,42177,n:1,
51477,35671,01:01,958421
23770,37144,01:01,594321
7311,33629,01:01,845620
1311,DROME01243,n:1,
5976,32153,01:01,897291
11316,33908,01:01,935820
54555,35917,01:01,593617
