Homo sapiens,Mus Musculus,Relations,ID
HUMAN17316,MOUSE40052,n:m,748731
HUMAN17316,MOUSE40054,n:m,
HUMAN17316,MOUSE40055,n:m,
HUMAN17317,MOUSE39626,n:m,
HUMAN17317,MOUSE40051,n:m,
HUMAN17317,MOUSE40072,n:m,
HUMAN17317,MOUSE40076,n:m,748501
HUMAN17317,MOUSE40077,n:m,
HUMAN17317,MOUSE40083,n:m,
HUMAN17317,MOUSE40098,n:m,
HUMAN17317,MOUSE40147,n:m,
HUMAN17318,MOUSE39626,n:m,
HUMAN17318,MOUSE40051,n:m,
HUMAN17318,MOUSE40072,n:m,
HUMAN17318,MOUSE40076,n:m,
HUMAN17318,MOUSE40077,n:m,
HUMAN17318,MOUSE40083,n:m,
HUMAN17318,MOUSE40098,n:m,
HUMAN17318,MOUSE40147,n:m,
HUMAN17321,MOUSE40114,n:m,
HUMAN17321,MOUSE40134,n:m,315565
HUMAN17321,MOUSE40136,n:m,
HUMAN17321,MOUSE40138,n:m,
HUMAN17321,MOUSE40140,n:m,
HUMAN17321,MOUSE40144,n:m,
HUMAN17321,MOUSE40145,n:m,
HUMAN17322,MOUSE40114,n:m,
HUMAN17322,MOUSE40134,n:m,
HUMAN17322,MOUSE40136,n:m,
HUMAN17322,MOUSE40138,n:m,
HUMAN17322,MOUSE40140,n:m,
HUMAN17322,MOUSE40144,n:m,748568
HUMAN17322,MOUSE40145,n:m,
HUMAN17323,MOUSE40114,n:m,
HUMAN17323,MOUSE40134,n:m,
HUMAN17323,MOUSE40136,n:m,748573
HUMAN17323,MOUSE40138,n:m,
HUMAN17323,MOUSE40140,n:m,
HUMAN17323,MOUSE40144,n:m,
HUMAN17323,MOUSE40145,n:m,
HUMAN17324,MOUSE39625,n:m,748535
HUMAN17324,MOUSE40056,n:m,
HUMAN17324,MOUSE40058,n:m,
HUMAN17324,MOUSE40062,n:m,
HUMAN17324,MOUSE40064,n:m,
HUMAN17324,MOUSE40065,n:m,
HUMAN17324,MOUSE40067,n:m,
HUMAN17324,MOUSE40071,n:m,
HUMAN17324,MOUSE40075,n:m,
HUMAN17324,MOUSE40078,n:m,
HUMAN17324,MOUSE40079,n:m,
HUMAN17324,MOUSE40081,n:m,
HUMAN17324,MOUSE40085,n:m,
HUMAN17324,MOUSE40087,n:m,
HUMAN17324,MOUSE40088,n:m,
HUMAN17324,MOUSE40090,n:m,
HUMAN17324,MOUSE40091,n:m,
HUMAN17324,MOUSE40099,n:m,
HUMAN17324,MOUSE40102,n:m,
HUMAN17324,MOUSE40103,n:m,
HUMAN17324,MOUSE40137,n:m,
HUMAN17324,MOUSE40139,n:m,
HUMAN17324,MOUSE40143,n:m,
HUMAN17325,MOUSE39625,n:m,
HUMAN17325,MOUSE40056,n:m,
HUMAN17325,MOUSE40058,n:m,
HUMAN17325,MOUSE40062,n:m,
HUMAN17325,MOUSE40064,n:m,
HUMAN17325,MOUSE40065,n:m,
HUMAN17325,MOUSE40067,n:m,748558
HUMAN17325,MOUSE40071,n:m,
HUMAN17325,MOUSE40075,n:m,
HUMAN17325,MOUSE40078,n:m,
HUMAN17325,MOUSE40079,n:m,
HUMAN17325,MOUSE40081,n:m,
HUMAN17325,MOUSE40085,n:m,
HUMAN17325,MOUSE40087,n:m,
HUMAN17325,MOUSE40088,n:m,
HUMAN17325,MOUSE40090,n:m,
HUMAN17325,MOUSE40091,n:m,
HUMAN17325,MOUSE40099,n:m,
HUMAN17325,MOUSE40102,n:m,
HUMAN17325,MOUSE40103,n:m,
HUMAN17325,MOUSE40137,n:m,
HUMAN17325,MOUSE40139,n:m,
HUMAN17325,MOUSE40143,n:m,
HUMAN17326,MOUSE40114,n:m,
HUMAN17326,MOUSE40134,n:m,
HUMAN17326,MOUSE40136,n:m,
HUMAN17326,MOUSE40138,n:m,
HUMAN17326,MOUSE40140,n:m,
HUMAN17326,MOUSE40144,n:m,
HUMAN17326,MOUSE40145,n:m,
HUMAN17327,MOUSE39625,n:m,
HUMAN17327,MOUSE40056,n:m,
HUMAN17327,MOUSE40058,n:m,
HUMAN17327,MOUSE40062,n:m,
HUMAN17327,MOUSE40064,n:m,
HUMAN17327,MOUSE40065,n:m,
HUMAN17327,MOUSE40067,n:m,
HUMAN17327,MOUSE40071,n:m,
HUMAN17327,MOUSE40075,n:m,
HUMAN17327,MOUSE40078,n:m,
HUMAN17327,MOUSE40079,n:m,
HUMAN17327,MOUSE40081,n:m,
HUMAN17327,MOUSE40085,n:m,
HUMAN17327,MOUSE40087,n:m,
HUMAN17327,MOUSE40088,n:m,
HUMAN17327,MOUSE40090,n:m,
HUMAN17327,MOUSE40091,n:m,748521
HUMAN17327,MOUSE40099,n:m,
HUMAN17327,MOUSE40102,n:m,
HUMAN17327,MOUSE40103,n:m,
HUMAN17327,MOUSE40137,n:m,
HUMAN17327,MOUSE40139,n:m,
HUMAN17327,MOUSE40143,n:m,
HUMAN17328,MOUSE39625,n:m,
HUMAN17328,MOUSE40056,n:m,
HUMAN17328,MOUSE40058,n:m,
HUMAN17328,MOUSE40062,n:m,
HUMAN17328,MOUSE40064,n:m,
HUMAN17328,MOUSE40065,n:m,
HUMAN17328,MOUSE40067,n:m,
HUMAN17328,MOUSE40071,n:m,
HUMAN17328,MOUSE40075,n:m,
HUMAN17328,MOUSE40078,n:m,
HUMAN17328,MOUSE40079,n:m,
HUMAN17328,MOUSE40081,n:m,
HUMAN17328,MOUSE40085,n:m,
HUMAN17328,MOUSE40087,n:m,
HUMAN17328,MOUSE40088,n:m,
HUMAN17328,MOUSE40090,n:m,
HUMAN17328,MOUSE40091,n:m,
HUMAN17328,MOUSE40099,n:m,
HUMAN17328,MOUSE40102,n:m,748556
HUMAN17328,MOUSE40103,n:m,
HUMAN17328,MOUSE40137,n:m,
HUMAN17328,MOUSE40139,n:m,
HUMAN17328,MOUSE40143,n:m,
HUMAN17329,MOUSE40114,n:m,
HUMAN17329,MOUSE40134,n:m,
HUMAN17329,MOUSE40136,n:m,
HUMAN17329,MOUSE40138,n:m,
HUMAN17329,MOUSE40140,n:m,
HUMAN17329,MOUSE40144,n:m,
HUMAN17329,MOUSE40145,n:m,
HUMAN17331,MOUSE39625,n:m,
HUMAN17331,MOUSE40056,n:m,
HUMAN17331,MOUSE40058,n:m,
HUMAN17331,MOUSE40062,n:m,
HUMAN17331,MOUSE40064,n:m,
HUMAN17331,MOUSE40065,n:m,
HUMAN17331,MOUSE40067,n:m,
HUMAN17331,MOUSE40071,n:m,
HUMAN17331,MOUSE40075,n:m,
HUMAN17331,MOUSE40078,n:m,
HUMAN17331,MOUSE40079,n:m,
HUMAN17331,MOUSE40081,n:m,
HUMAN17331,MOUSE40085,n:m,
HUMAN17331,MOUSE40087,n:m,
HUMAN17331,MOUSE40088,n:m,748504
HUMAN17331,MOUSE40090,n:m,
HUMAN17331,MOUSE40091,n:m,
HUMAN17331,MOUSE40099,n:m,
HUMAN17331,MOUSE40102,n:m,
HUMAN17331,MOUSE40103,n:m,
HUMAN17331,MOUSE40137,n:m,
HUMAN17331,MOUSE40139,n:m,
HUMAN17331,MOUSE40143,n:m,
HUMAN17332,MOUSE39625,n:m,
HUMAN17332,MOUSE40056,n:m,
HUMAN17332,MOUSE40058,n:m,
HUMAN17332,MOUSE40062,n:m,
HUMAN17332,MOUSE40064,n:m,
HUMAN17332,MOUSE40065,n:m,
HUMAN17332,MOUSE40067,n:m,
HUMAN17332,MOUSE40071,n:m,
HUMAN17332,MOUSE40075,n:m,
HUMAN17332,MOUSE40078,n:m,
HUMAN17332,MOUSE40079,n:m,
HUMAN17332,MOUSE40081,n:m,
HUMAN17332,MOUSE40085,n:m,
HUMAN17332,MOUSE40087,n:m,
HUMAN17332,MOUSE40088,n:m,
HUMAN17332,MOUSE40090,n:m,
HUMAN17332,MOUSE40091,n:m,
HUMAN17332,MOUSE40099,n:m,
HUMAN17332,MOUSE40102,n:m,
HUMAN17332,MOUSE40103,n:m,
HUMAN17332,MOUSE40137,n:m,
HUMAN17332,MOUSE40139,n:m,
HUMAN17332,MOUSE40143,n:m,
HUMAN17333,MOUSE40114,n:m,
HUMAN17333,MOUSE40134,n:m,
HUMAN17333,MOUSE40136,n:m,
HUMAN17333,MOUSE40138,n:m,
HUMAN17333,MOUSE40140,n:m,
HUMAN17333,MOUSE40144,n:m,
HUMAN17333,MOUSE40145,n:m,
HUMAN17334,11832,n:1,
150483,71840,01:01,909710
4118,17153,01:01,288181
64969,77721,01:01,903403
7549,72180,01:01,599985
150696,192212,01:01,543208
30818,56461,01:01,596562
51011,68126,n:1,924570
129868,547109,n:m,556244
129868,666731,n:m,
129868,666747,n:m,
150763,215456,01:01,954486
151,MOUSE27779,01:01,599130
1844,13537,01:01,817851
56910,99138,01:01,938215
55654,69470,01:01,952510
9391,26371,01:01,593990
23020,320632,01:01,909288
HUMAN17358,73338,01:01,901511
23397,215387,01:01,921622
93082,214854,01:01,948610
10865,214855,01:01,918649
55683,226976,01:01,291959
HUMAN17365,100534273,01:01,877230
81562,214895,01:01,889486
26504,94220,01:01,568990
26505,94218,01:01,568996
200539,MOUSE21839,01:01,902014
51239,109346,01:01,596527
54910,20353,01:01,292061
51252,381337,01:01,896803
151313,68126,n:1,
1329,12859,1:m,813720
1329,12859,1:m,
10120,226977,01:01,550412
728537,71166,01:01,787566
7535,22637,01:01,913273
23505,56030,01:01,539030
HUMAN17388,12790,01:01,
3631,269180,01:01,578621
493753,76178,01:01,902330
25972,67387,01:01,886055
11320,MOUSE21894,01:01,899210
343990,72097,01:01,880749
80705,211484,01:01,598976
HUMAN17399,107734,n:1,845046
51601,623661,01:01,774916
HUMAN17402,107734,n:1,
129531,69028,01:01,
254773,332427,01:01,909251
129530,MOUSE21914,01:01,909252
10190,MOUSE21917,01:01,935614
9669,226982,01:01,593813
51455,56210,01:01,955941
3899,16764,01:01,597499
164832,MOUSE21931,01:01,540146
9486,MOUSE21935,01:01,587698
129521,433292,01:01,851944
79031,68833,01:01,915321
4862,18143,01:01,866289
6160,114641,01:01,925993
11138,54610,01:01,598341
55571,52846,01:01,756923
284996,67702,01:01,598691
200407,263764,01:01,917671
731220,619289,01:01,884497
7850,16178,01:01,947734
3554,16177,01:01,936466
8808,107527,01:01,936463
9173,17082,01:01,936465
8809,16182,01:01,851993
8807,16174,01:01,935971
389015,110895,01:01,594816
6549,226999,01:01,595267
84804,211798,01:01,598018
130827,381339,01:01,876620
5455,18993,01:01,889088
64965,69527,01:01,923085
11250,93690,01:01,295989
9392,73122,01:01,830448
79074,98404,01:01,947732
HUMAN17452,14200,01:01,598261
8440,17974,01:01,293704
84417,78896,01:01,939571
80146,67883,01:01,593749
84620,240119,01:01,854975
60482,63993,01:01,926620
HUMAN17465,69083,01:01,875845
9648,MOUSE00721,01:01,596144
3987,110829,01:01,596628
165055,76138,01:01,909230
10913,13608,01:01,898081
344558,237353,01:01,596888
151011,103080,01:01,589431
65124,268301,01:01,874709
7851,228576,01:01,896505
4867,53885,01:01,915287
699,12235,01:01,576121
55289,74121,01:01,947022
10018,12125,01:01,838978
64682,17222,01:01,574816
10461,17289,01:01,597002
84910,MOUSE27810,01:01,588461
129804,70370,01:01,861063
HUMAN17508,57432,01:01,909247
376940,78751,01:01,605759
150465,69737,01:01,536133
84172,20017,01:01,959351
84269,66170,01:01,837895
6574,20515,01:01,821924
150468,70466,01:01,890418
3552,16175,01:01,337712
3553,16176,01:01,943941
56300,215257,01:01,857543
27179,54448,01:01,857542
27177,69677,01:01,857544
26525,54450,01:01,877205
84639,215274,01:01,877207
3557,16181,01:01,877206
23550,215632,01:01,873095
7849,MOUSE25204,01:01,853739
HUMAN17536,MOUSE39625,n:m,
HUMAN17536,MOUSE40056,n:m,
HUMAN17536,MOUSE40058,n:m,
HUMAN17536,MOUSE40062,n:m,
HUMAN17536,MOUSE40064,n:m,
HUMAN17536,MOUSE40065,n:m,748546
HUMAN17536,MOUSE40067,n:m,
HUMAN17536,MOUSE40071,n:m,
HUMAN17536,MOUSE40075,n:m,
HUMAN17536,MOUSE40078,n:m,
HUMAN17536,MOUSE40079,n:m,
HUMAN17536,MOUSE40081,n:m,
HUMAN17536,MOUSE40085,n:m,
HUMAN17536,MOUSE40087,n:m,
HUMAN17536,MOUSE40088,n:m,
HUMAN17536,MOUSE40090,n:m,
HUMAN17536,MOUSE40091,n:m,
HUMAN17536,MOUSE40099,n:m,
HUMAN17536,MOUSE40102,n:m,
HUMAN17536,MOUSE40103,n:m,
HUMAN17536,MOUSE40137,n:m,
HUMAN17536,MOUSE40139,n:m,
HUMAN17536,MOUSE40143,n:m,
150472,226043,n:1,
200350,14237,n:1,300229
11159,68708,n:1,
80255,74150,01:01,857769
10096,74117,01:01,550399
HUMAN17543,269109,01:01,861661
8886,66942,01:01,593711
54520,70829,01:01,800223
HUMAN17548,72999,01:01,805217
2019,13798,01:01,599149
8685,17167,01:01,597774
165257,226359,01:01,600137
55240,68428,01:01,870108
130355,73103,01:01,731182
1622,13167,01:01,812236
140738,170706,01:01,283683
6344,319229,01:01,596481
200373,226356,01:01,538715
80775,66343,01:01,932953
5775,19258,01:01,291829
57669,226352,01:01,598444
79134,226351,01:01,882129
5899,64143,01:01,565051
3625,16324,01:01,887969
2736,14633,01:01,910743
29842,81879,01:01,847978
23332,76707,01:01,873722
84365,67949,01:01,601716
7247,22099,01:01,939417
129684,636808,01:01,596370
HUMAN17593,102638514,01:01,
274,30948,01:01,539066
2071,13872,01:01,952847
10746,26405,01:01,599861
5624,19123,01:01,600530
55677,73473,01:01,597764
4648,17922,01:01,575384
55679,225341,01:01,598388
2840,574402,01:01,296275
55339,74320,01:01,598415
84826,67158,01:01,944097
5433,69241,01:01,851259
83607,225339,01:01,950900
79595,269003,01:01,596216
56886,320011,01:01,742995
9394,50785,01:01,923638
91409,72315,n:1,848640
55627,MOUSE15271,01:01,932594
80097,72083,n:1,933260
84317,69668,01:01,918170
92856,27993,01:01,940802
653275,12627,n:1,
55997,12627,n:1,
205147,211383,01:01,892176
130074,214469,01:01,896817
55041,226971,01:01,934834
653784,72083,n:1,
113457,22147,n:m,
113457,22147,n:m,
90557,72315,n:1,
HUMAN17666,MOUSE02809,01:01,
2863,71111,01:01,940376
116372,72585,01:01,945727
344148,MOUSE23347,01:01,886136
4249,107895,01:01,902864
81615,72160,01:01,937753
130013,266645,01:01,569199
905,72949,01:01,912681
22930,226407,01:01,543418
84083,226409,01:01,898159
23518,226412,01:01,596847
23190,67812,01:01,829457
3938,226413,01:01,870750
4175,17219,01:01,860077
1615,226414,01:01,913143
7852,12767,01:01,837160
HUMAN17691,210417,01:01,599729
3176,140483,01:01,859007
339745,76857,01:01,594443
11249,18232,01:01,824439
8942,70789,01:01,901231
55843,76117,01:01,595749
79712,227835,01:01,914161
HUMAN17707,24136,01:01,604529
92,11480,01:01,598263
5000,26428,01:01,747832
55777,109241,01:01,598629
26122,227867,01:01,812578
3800,16574,01:01,594783
130576,71897,01:01,849931
130574,320343,01:01,901146
HUMAN17723,109129,01:01,797677
390,74194,01:01,565076
375287,71684,01:01,884095
9111,64685,01:01,917459
7130,21930,01:01,932212
55183,51869,01:01,596978
26225,75423,01:01,853173
785,MOUSE26180,01:01,815092
10254,56324,01:01,595247
114793,71409,01:01,597572
55660,MOUSE26194,01:01,593947
151188,65103,01:01,826718
56475,67874,01:01,876617
114805,271786,01:01,771094
3760,16519,01:01,917118
4929,MOUSE26209,01:01,863295
2820,14571,01:01,942581
11227,241391,01:01,882914
57471,77767,01:01,881489
9595,227929,01:01,288386
130399,MOUSE26216,01:01,597805
90,11477,01:01,596386
151531,76654,01:01,872025
HUMAN17760,227933,01:01,880419
HUMAN17763,227937,01:01,283724
92196,76747,01:01,835286
85461,66860,01:01,918860
151525,72137,01:01,900972
29994,407823,01:01,829827
64844,57438,01:01,292475
9936,66205,01:01,
100526664,MOUSE26252,01:01,892686
22925,18779,01:01,898929
3694,16420,01:01,599845
5937,56878,01:01,595312
10010,MOUSE26265,01:01,915749
10213,59029,01:01,950923
10716,21375,01:01,888980
57282,94229,01:01,558176
1803,13482,01:01,861658
2641,14526,01:01,940076
2191,14089,01:01,861653
64135,71586,01:01,937102
25801,227960,01:01,597496
90134,170738,01:01,805917
55137,60344,01:01,292350
2888,50915,01:01,948670
22837,319876,01:01,940448
HUMAN17806,320106,01:01,593878
6328,20269,01:01,598426
6326,110876,01:01,599108
80034,77771,01:01,923163
2591,14425,01:01,771082
79809,73668,01:01,594265
6323,MOUSE26323,01:01,599595
6335,MOUSE26327,01:01,601688
6332,20272,01:01,601164
129446,241431,01:01,941292
8708,26877,01:01,543469
27347,53416,01:01,595276
253782,241447,01:01,824302
115677,329416,01:01,925112
57405,66442,01:01,866944
57818,14378,01:01,926955
8647,27413,01:01,594008
10170,241452,01:01,566666
HUMAN17832,72569,01:01,924977
10324,228003,01:01,600038
79675,MOUSE26365,01:01,926395
9360,228005,01:01,594716
129881,75051,01:01,596854
493911,73373,01:01,738008
100526832,277396,01:01,604001
6741,20823,01:01,841749
HUMAN17846,75422,01:01,929347
130507,68795,01:01,914002
389058,64406,01:01,600865
2571,14415,01:01,910182
26003,MOUSE26396,01:01,725233
HUMAN17857,228012,01:01,595070
79828,MOUSE26399,01:01,918183
80067,75763,01:01,890380
79901,73649,01:01,952722
1781,13427,01:01,925865
8604,78830,01:01,769025
8520,MOUSE26422,01:01,899496
254042,66559,01:01,958241
1745,13390,01:01,899991
1746,13392,01:01,600660
HUMAN17875,16403,01:01,949123
5163,228026,01:01,899359
11069,56508,01:01,805123
51776,65964,01:01,599894
83879,66953,01:01,294779
6670,20687,01:01,292313
HUMAN17882,67059,01:01,957444
100131390,381373,01:01,599628
9541,66935,01:01,596616
79634,74616,01:01,850199
151556,68526,01:01,889927
7456,215280,01:01,594731
1134,11435,01:01,703099
1386,11909,01:01,850344
518,11951,1:m,
518,228033,1:m,879243
80856,69605,01:01,779051
344191,MOUSE26482,01:01,915698
3239,15433,01:01,850935
3238,15432,01:01,935130
3237,15431,01:01,934877
3236,15430,01:01,891348
3235,15438,01:01,919189
3234,15437,01:01,850944
3232,15434,01:01,885673
3233,15436,01:01,596291
3231,15429,01:01,914724
10651,53375,01:01,927023
220988,MOUSE16489,1:m,
220988,229279,1:m,595181
220988,MOUSE49621,1:m,
4780,18024,01:01,293168
8540,MOUSE26506,01:01,940825
150737,72421,1:m,876351
150737,620631,1:m,
92104,78802,01:01,876354
50940,241489,01:01,761087
129831,241490,01:01,939366
114880,MOUSE26520,01:01,868718
8575,23992,01:01,947776
494513,381375,01:01,900753
65977,83435,01:01,298308
HUMAN17933,MOUSE26549,01:01,600194
91404,228071,01:01,843058
HUMAN17935,MOUSE26556,01:01,599548
57703,80744,1:m,594215
57703,MOUSE26605,1:m,
57703,MOUSE26607,1:m,
57703,MOUSE26609,1:m,
57703,MOUSE26611,1:m,
57703,MOUSE26613,1:m,
57703,MOUSE26615,1:m,
57703,MOUSE26617,1:m,
10477,22193,01:01,594416
3676,16401,01:01,938692
375298,228094,01:01,780527
4760,18012,01:01,888991
6744,70599,01:01,860444
151242,75276,01:01,898260
5136,MOUSE26580,01:01,
54431,66861,01:01,859572
2487,20378,01:01,862732
10787,50884,01:01,776001
142679,68082,01:01,817844
129401,69482,1:m,950146
129401,69482,1:m,
91752,241514,01:01,879090
HUMAN17955,MOUSE26593,01:01,291056
55854,69082,01:01,923626
3685,16410,01:01,938696
165215,241520,01:01,903764
151112,71861,01:01,923613
10203,54598,01:01,594545
7035,21788,01:01,948256
51454,70676,01:01,890167
1281,12825,01:01,596085
1290,12832,01:01,597994
84128,73674,01:01,925392
30061,53945,01:01,825477
54529,MOUSE22114,1:m,
54529,70396,1:m,756740
150709,MOUSE22457,01:01,557190
64172,72085,01:01,886380
94101,227102,01:01,896227
5378,227099,01:01,883927
84281,67080,01:01,910610
2660,17700,01:01,887980
HUMAN17993,MOUSE22096,01:01,
3628,16329,01:01,912670
54842,98682,01:01,596798
100131211,227094,01:01,916677
4664,MOUSE22084,01:01,289727
2744,MOUSE22077,01:01,921664
6772,MOUSE22070,01:01,288959
6775,20849,01:01,812548
4430,MOUSE22065,01:01,594891
64859,109019,01:01,774894
8436,20324,01:01,882921
23671,56363,01:01,881471
57181,227059,01:01,598014
56171,MOUSE22052,1:m,574252
56171,100101919,1:m,
56171,627872,1:m,
9262,98267,01:01,595615
57520,329152,01:01,574601
284992,78016,01:01,600451
9330,98488,01:01,919377
80055,241062,01:01,950917
91526,MOUSE22131,01:01,599436
23451,81898,01:01,574991
80219,67876,01:01,
3329,15510,01:01,584363
3336,15528,01:01,953393
100529241,19070,01:01,868649
130132,74013,01:01,910033
92935,212679,01:01,947865
HUMAN18035,75388,01:01,923523
5334,227120,01:01,857401
23314,212712,01:01,897508
205327,73467,01:01,936486
129450,68736,01:01,817568
79568,68115,01:01,946676
26010,67198,01:01,598832
130535,51960,01:01,295253
151246,68549,1:m,841865
151246,244495,1:m,
316,11761,01:01,839750
9689,66882,01:01,708135
1195,12747,01:01,595214
HUMAN18055,70225,01:01,593773
60491,65102,01:01,935071
4999,18393,01:01,874252
285172,213056,01:01,866991
4709,66495,01:01,893175
8837,12633,01:01,893426
841,12370,01:01,929769
130540,108812,01:01,904581
66008,70827,01:01,934523
55437,227154,01:01,598861
65062,381259,01:01,948593
58538,MOUSE22236,01:01,921164
57679,74018,01:01,914124
65061,271697,01:01,596122
8324,14369,01:01,852864
7341,22218,01:01,832078
51602,MOUSE22249,01:01,
659,12168,01:01,595544
150864,72750,01:01,911696
130026,70375,01:01,940319
55759,57750,01:01,952345
79800,241066,01:01,892653
65065,269198,01:01,905186
57404,77951,01:01,905380
10152,MOUSE22287,01:01,595365
65059,77300,01:01,596770
940,12487,01:01,901682
1493,12477,01:01,892792
29851,54167,01:01,910423
117583,MOUSE22301,01:01,938278
8828,18187,01:01,921793
54891,227195,01:01,868710
4719,227197,01:01,833518
1933,55949,01:01,915221
2825,241070,01:01,
57683,73884,01:01,291105
8745,23792,01:01,292057
200726,105243944,01:01,872765
391475,241073,01:01,915290
130752,76668,01:01,873089
22868,75619,01:01,940118
8609,MOUSE22338,01:01,596457
1385,MOUSE22341,01:01,923513
151194,67099,01:01,831276
151195,227210,01:01,764473
7855,14367,01:01,852862
389072,241075,01:01,924552
1421,12967,01:01,798241
1420,12966,01:01,
1419,12965,01:01,798242
1418,12964,01:01,798240
389073,98303,01:01,915154
3417,15926,01:01,936829
200576,18711,01:01,775963
5746,213527,01:01,602320
4133,17756,01:01,601449
285175,MOUSE22396,01:01,942232
6120,66646,01:01,956933
151050,68691,01:01,769941
33,11363,01:01,911728
4632,17901,01:01,596709
10314,14768,01:01,555329
HUMAN18160,227231,01:01,958714
2066,13869,01:01,
HUMAN18162,MOUSE22418,01:01,596577
79582,66722,01:01,594653
402117,320460,01:01,885015
580,12021,01:01,598013
26154,74591,01:01,596818
471,108147,01:01,819020
2335,14268,01:01,914424
55686,381269,01:01,900518
55825,111175,01:01,566487
92691,271711,01:01,281270
7520,22596,01:01,787291
57574,381270,01:01,922010
50485,54380,01:01,920010
6168,19981,01:01,951378
3485,16008,01:01,885537
3488,16011,01:01,922724
7141,21958,01:01,341087
7145,MOUSE22471,01:01,595162
HUMAN18201,435626,01:01,600299
3579,12765,n:m,296557
3579,227288,n:m,
3577,12765,n:m,
3577,227288,n:m,859351
10109,76709,01:01,816693
151306,227289,01:01,297518
14,227290,01:01,593969
25953,56695,01:01,727919
64114,69660,01:01,949878
375307,241112,01:01,
6556,18173,01:01,828923
HUMAN18215,227292,01:01,778289
7429,22349,01:01,594680
57695,319651,01:01,598923
9125,58184,01:01,773757
84812,18802,01:01,857386
7701,77264,01:01,600669
617,66821,01:01,593678
64320,57751,01:01,747647
9654,67534,01:01,915158
1593,104086,01:01,905348
53632,MOUSE22543,01:01,832140
7475,22420,01:01,938306
80326,22409,01:01,938303
8941,12570,01:01,828655
54738,260298,01:01,919611
1412,12958,01:01,901162
255101,241116,01:01,785320
3549,16147,01:01,929631
151295,22626,01:01,827056
27013,69171,01:01,891806
79137,227298,01:01,945926
HUMAN18249,MOUSE22568,01:01,926491
10058,74104,01:01,594896
79065,245860,01:01,738890
55139,52231,01:01,919018
79411,74577,01:01,929021
HUMAN18256,20872,01:01,593884
7277,22145,01:01,956355
3300,56812,01:01,597481
5798,19275,01:01,596855
389075,19711,01:01,879071
23549,MOUSE22614,01:01,938200
1674,13346,01:01,595736
HUMAN18275,69080,01:01,593808
HUMAN18277,241118,01:01,591087
79586,MOUSE22642,01:01,916065
130612,319998,01:01,714643
23363,98733,01:01,
3623,16322,01:01,934466
HUMAN18283,71728,01:01,827786
HUMAN18288,20536,01:01,558174
2043,13838,01:01,602403
5077,18505,01:01,596279
130367,433323,01:01,812104
10056,23874,01:01,914444
116255,68393,01:01,553460
2181,74205,01:01,593745
23704,57814,01:01,939565
7857,20254,01:01,936403
HUMAN18299,252903,01:01,932985
57590,69368,01:01,931131
65080,69163,01:01,956927
5270,20720,01:01,939749
8452,26554,01:01,539578
HUMAN18309,MOUSE22708,01:01,281267
55619,MOUSE22710,01:01,717259
57624,241134,01:01,884658
3667,16367,01:01,896519
84236,76867,01:01,590164
1286,12829,01:01,599100
1285,12828,01:01,602871
56947,75734,01:01,867680
79853,66261,01:01,850440
3267,MOUSE22742,01:01,598906
80704,80721,01:01,884931
6364,20297,01:01,894714
164781,71227,01:01,594209
80309,77629,01:01,915980
55022,98496,01:01,897520
92737,227325,01:01,597420
9320,MOUSE22779,01:01,829469
130888,66153,01:01,940315
151473,71781,01:01,595452
93349,434484,01:01,854216
51719,12283,01:01,540593
81618,64294,01:01,854976
9290,227326,01:01,885539
130560,70060,01:01,825717
257407,72792,01:01,830593
5707,70247,01:01,960436
3357,15559,01:01,596442
80210,78795,01:01,707162
93010,227327,01:01,543596
4691,17975,01:01,594159
10316,MOUSE22852,01:01,596490
HUMAN18360,19231,01:01,
5147,18582,01:01,929708
64708,26895,01:01,811190
4880,18159,01:01,850392
129563,208718,01:01,594912
250,11650,n:m,
250,76768,n:m,
250,11648,n:m,
251,11650,n:m,
251,76768,n:m,
251,11648,n:m,745726
248,11650,n:m,
248,76768,n:m,
248,11648,n:m,
9427,13599,01:01,942908
646960,69453,01:01,602150
1144,11447,01:01,703104
1146,11449,01:01,703117
9470,26987,01:01,933368
80303,98363,01:01,900355
HUMAN18389,227331,01:01,595113
3769,100040591,01:01,917116
389084,73234,01:01,283784
25791,53972,01:01,601655
4759,MOUSE22911,01:01,872966
3635,MOUSE22917,01:01,846500
55054,77040,01:01,594168
6295,20215,01:01,915657
8527,227333,01:01,860860
HUMAN18405,227334,01:01,882126
54576,394430,n:m,
54576,394434,n:m,781293
54576,613123,n:m,
54576,394432,n:m,
54575,394430,n:m,
54575,394434,n:m,
54575,613123,n:m,
54575,394432,n:m,
54600,394430,n:m,
54600,394434,n:m,
54600,613123,n:m,
54600,394432,n:m,780934
54577,394430,n:m,780653
54577,394434,n:m,
54577,613123,n:m,
54577,394432,n:m,
54578,394435,01:01,780797
54579,394433,n:m,781013
54579,22236,n:m,
54657,394433,n:m,
54657,22236,n:m,
54659,394433,n:m,
54659,22236,n:m,780774
54658,394436,01:01,780974
HUMAN18420,100040766,01:01,803857
55355,381280,01:01,283778
79054,171382,01:01,605760
6694,75396,01:01,
10123,320982,01:01,853171
23677,98402,01:01,281477
116987,347722,01:01,730853
2637,14472,01:01,296834
401036,208372,01:01,914430
79781,74918,01:01,919886
57007,12778,01:01,869509
10920,108679,01:01,558434
1293,MOUSE22984,01:01,932032
79083,171531,01:01,903503
51052,623503,01:01,824529
64284,19329,01:01,565079
9208,16978,01:01,608744
375316,329207,01:01,863265
10267,51801,01:01,926184
