"","Gen","Ard","Arc"
"8249","CBR1","high cholesterol","cardiovascular"
"8250","CREB3L1","high cholesterol","cardiovascular"
"8251","CYP2C8","high cholesterol","cardiovascular"
"8252","WASF1","high cholesterol","cardiovascular"
"8253","CHIA","high cholesterol","cardiovascular"
"8254","DPF3","high cholesterol","cardiovascular"
"8255","GPX2","high cholesterol","cardiovascular"
"8256","IL5","high cholesterol","cardiovascular"
"8257","CDC27","high cholesterol","cardiovascular"
"8258","PLB1","high cholesterol","cardiovascular"
"8259","KLF2","high cholesterol","cardiovascular"
"8260","PPP1R12A","high cholesterol","cardiovascular"
"8261","ITGA10","high cholesterol","cardiovascular"
"8262","FZR1","high cholesterol","cardiovascular"
"8263","PLD1","high cholesterol","cardiovascular"
"8264","RBPJL","high cholesterol","cardiovascular"
"8265","CRH","high cholesterol","cardiovascular"
"8266","GLA","high cholesterol","cardiovascular"
"8267","ADH5","high cholesterol","cardiovascular"
"8268","ARPC3","high cholesterol","cardiovascular"
"8269","MAP3K14","high cholesterol","cardiovascular"
"8270","RAP1B","high cholesterol","cardiovascular"
"8271","ITGA1","high cholesterol","cardiovascular"
"8272","AS3MT","high cholesterol","cardiovascular"
"8273","CXCL2","high cholesterol","cardiovascular"
"8274","TUBA3D","high cholesterol","cardiovascular"
"8275","PPP2R5A","high cholesterol","cardiovascular"
"8276","MOGAT3","high cholesterol","cardiovascular"
"8277","GADD45G","high cholesterol","cardiovascular"
"8278","PLCB3","high cholesterol","cardiovascular"
"8279","EPO","high cholesterol","cardiovascular"
"8280","KAT5","high cholesterol","cardiovascular"
"8281","APBB1IP","high cholesterol","cardiovascular"
"8282","KDR","high cholesterol","cardiovascular"
"8283","HBB","high cholesterol","cardiovascular"
"8284","CYP27A1","high cholesterol","cardiovascular"
"8285","CACNG2","high cholesterol","cardiovascular"
"8286","YWHAE","high cholesterol","cardiovascular"
"8287","ROCK1","high cholesterol","cardiovascular"
"8288","ADRM1","high cholesterol","cardiovascular"
"8289","PLEKHM2","high cholesterol","cardiovascular"
"8290","MET","high cholesterol","cardiovascular"
"8291","HSD17B8","high cholesterol","cardiovascular"
"8292","CYP26B1","high cholesterol","cardiovascular"
"8293","D1111","high cholesterol","cardiovascular"
"8294","CYP4F3","high cholesterol","cardiovascular"
"8295","CACNG5","high cholesterol","cardiovascular"
"8296","IL1B","high cholesterol","cardiovascular"
"8297","GPHB5","high cholesterol","cardiovascular"
"8298","ARPC5L","high cholesterol","cardiovascular"
"8299","CYP2C18","high cholesterol","cardiovascular"
"8300","ITGB4","high cholesterol","cardiovascular"
"8301","CXCR2","high cholesterol","cardiovascular"
"8302","MIR126","high cholesterol","cardiovascular"
"8303","SMG6","high cholesterol","cardiovascular"
"8304","PSMD2","high cholesterol","cardiovascular"
"8305","ST6GALNAC1","high cholesterol","cardiovascular"
"8306","D1249","high cholesterol","cardiovascular"
"8307","PPP3R1","high cholesterol","cardiovascular"
"8308","RASGRP4","high cholesterol","cardiovascular"
"8309","RBPJ","high cholesterol","cardiovascular"
"8310","GUCY1A1","high cholesterol","cardiovascular"
"8311","GLB1","high cholesterol","cardiovascular"
"8312","UBE2L6","high cholesterol","cardiovascular"
"8313","TUBA1A","high cholesterol","cardiovascular"
"8314","OSM","high cholesterol","cardiovascular"
"8315","GUCY1B1","high cholesterol","cardiovascular"
"8316","CBR3","high cholesterol","cardiovascular"
"8317","IKBKG","high cholesterol","cardiovascular"
"8318","D1182","high cholesterol","cardiovascular"
"8319","NFE2L2","high cholesterol","cardiovascular"
"8320","CEL","high cholesterol","cardiovascular"
"8321","ACOX1","high cholesterol","cardiovascular"
"8322","PRDX6","high cholesterol","cardiovascular"
"8323","D1348","high cholesterol","cardiovascular"
"8324","PAK1","high cholesterol","cardiovascular"
"8325","CDC25C","high cholesterol","cardiovascular"
"8326","ST3GAL5","high cholesterol","cardiovascular"
"8327","D1250","high cholesterol","cardiovascular"
"8328","CES1","high cholesterol","cardiovascular"
"8329","ACSS3","high cholesterol","cardiovascular"
"8330","IFNA2","high cholesterol","cardiovascular"
"8331","HDAC1","high cholesterol","cardiovascular"
"8332","BRK1","high cholesterol","cardiovascular"
"8333","NAGA","high cholesterol","cardiovascular"
"8334","TUBA1C","high cholesterol","cardiovascular"
"8335","NFATC1","high cholesterol","cardiovascular"
"8336","DNMT1","high cholesterol","cardiovascular"
"8337","CYLD","high cholesterol","cardiovascular"
"8338","ITGA6","high cholesterol","cardiovascular"
"8339","GNAS","high cholesterol","cardiovascular"
"8340","B3GALT4","high cholesterol","cardiovascular"
"8341","UCN3","high cholesterol","cardiovascular"
"8342","GSK3B","high cholesterol","cardiovascular"
"8343","DAB2","high cholesterol","cardiovascular"
"8344","ACSL3","high cholesterol","cardiovascular"
"8345","ITGA2","high cholesterol","cardiovascular"
"8346","TUBB4B","high cholesterol","cardiovascular"
"8347","PSMD3","high cholesterol","cardiovascular"
"8348","RB1","high cholesterol","cardiovascular"
"8349","VIM","high cholesterol","cardiovascular"
"8350","ARF1","high cholesterol","cardiovascular"
"8351","ACSBG1","high cholesterol","cardiovascular"
"8352","CLCF1","high cholesterol","cardiovascular"
"8353","INSRR","high cholesterol","cardiovascular"
"8354","D1082","high cholesterol","cardiovascular"
"8355","AKR1C4","high cholesterol","cardiovascular"
"8356","ICAM1","high cholesterol","cardiovascular"
"8357","ALDH1A1","high cholesterol","cardiovascular"
"8358","GRK3","high cholesterol","cardiovascular"
"8359","CCL13","high cholesterol","cardiovascular"
"8360","LTA","high cholesterol","cardiovascular"
"8361","F2","high cholesterol","cardiovascular"
"8362","PPP2R3A","high cholesterol","cardiovascular"
"8363","PLA2G2E","high cholesterol","cardiovascular"
"8364","D1085","high cholesterol","cardiovascular"
"8365","PSMA5","high cholesterol","cardiovascular"
"8366","CACNB1","high cholesterol","cardiovascular"
"8367","FOS","high cholesterol","cardiovascular"
"8368","BUB3","high cholesterol","cardiovascular"
"8369","ACSBG2","high cholesterol","cardiovascular"
"8370","SCD","high cholesterol","cardiovascular"
"8371","ADH1C","high cholesterol","cardiovascular"
"8372","AKT2","high cholesterol","cardiovascular"
"8373","PLCG1","high cholesterol","cardiovascular"
"8374","CPT1C","high cholesterol","cardiovascular"
"8375","PLN","high cholesterol","cardiovascular"
"8376","PLIN4","high cholesterol","cardiovascular"
"8377","PSMB5","high cholesterol","cardiovascular"
"8378","RAP1A","high cholesterol","cardiovascular"
"8379","D1091","high cholesterol","cardiovascular"
"8380","DPF1","high cholesterol","cardiovascular"
"8381","CPT1A","high cholesterol","cardiovascular"
"8382","PLA2R1","high cholesterol","cardiovascular"
"8383","LOC102723407","high cholesterol","cardiovascular"
"8384","JAK1","high cholesterol","cardiovascular"
"8385","PRKACA","high cholesterol","cardiovascular"
"8386","GSTT2B","high cholesterol","cardiovascular"
"8387","PSMA4","high cholesterol","cardiovascular"
"8388","ATP2A3","high cholesterol","cardiovascular"
"8389","CHAC2","high cholesterol","cardiovascular"
"8390","EPHA2","high cholesterol","cardiovascular"
"8391","ANAPC10","high cholesterol","cardiovascular"
"8392","PLK3","high cholesterol","cardiovascular"
"8393","CD38","high cholesterol","cardiovascular"
"8394","RHOA","high cholesterol","cardiovascular"
"8395","PPP2R2C","high cholesterol","cardiovascular"
"8396","CSNK2B","high cholesterol","cardiovascular"
"8397","HPGDS","high cholesterol","cardiovascular"
"8398","GPX1","high cholesterol","cardiovascular"
"8399","CXCL3","high cholesterol","cardiovascular"
"8400","CDC26","high cholesterol","cardiovascular"
"8401","CREB3","high cholesterol","cardiovascular"
"8402","CDC20","high cholesterol","cardiovascular"
"8403","PTGS2","high cholesterol","cardiovascular"
"8404","PLAU","high cholesterol","cardiovascular"
"8405","TNNI3","high cholesterol","cardiovascular"
"8406","MTOR","high cholesterol","cardiovascular"
"8407","CYP26A1","high cholesterol","cardiovascular"
"8408","MAPK3","high cholesterol","cardiovascular"
"8409","PPP2R5C","high cholesterol","cardiovascular"
"8410","MIOX","high cholesterol","cardiovascular"
"8411","SDC4","high cholesterol","cardiovascular"
"8412","ITGB3","high cholesterol","cardiovascular"
"8413","TEK","high cholesterol","cardiovascular"
"8414","CACNA2D2","high cholesterol","cardiovascular"
"8415","GNG13","high cholesterol","cardiovascular"
"8416","THPO","high cholesterol","cardiovascular"
"8417","HSD3B1","high cholesterol","cardiovascular"
"8418","APOH","high cholesterol","cardiovascular"
"8419","PIK3R6","high cholesterol","cardiovascular"
"8420","CYP4F2","high cholesterol","cardiovascular"
"8421","PLCB2","high cholesterol","cardiovascular"
"8422","GJA1","high cholesterol","cardiovascular"
"8423","MAP2K2","high cholesterol","cardiovascular"
"8424","TNF","high cholesterol","cardiovascular"
"8425","DEFB4B","high cholesterol","cardiovascular"
"8426","PDGFRA","high cholesterol","cardiovascular"
"8427","SLC8A3","high cholesterol","cardiovascular"
"8428","SCD5","high cholesterol","cardiovascular"
"8429","UBA52","high cholesterol","cardiovascular"
"8430","FLT4","high cholesterol","cardiovascular"
"8431","CYP2E1","high cholesterol","cardiovascular"
"8432","ACP5","high cholesterol","cardiovascular"
"8433","ANAPC7","high cholesterol","cardiovascular"
"8434","MUC5B","high cholesterol","cardiovascular"
"8435","RASGRP3","high cholesterol","cardiovascular"
"8436","TUBB1","high cholesterol","cardiovascular"
"8437","RASGRF1","high cholesterol","cardiovascular"
"8438","CCNB1","high cholesterol","cardiovascular"
"8439","ITGB6","high cholesterol","cardiovascular"
"8440","STAT5B","high cholesterol","cardiovascular"
"8441","GPX7","high cholesterol","cardiovascular"
"8442","ACSL6","high cholesterol","cardiovascular"
"8443","PLA2G4D","high cholesterol","cardiovascular"
"8444","MFN1","high cholesterol","cardiovascular"
"8445","MAPK10","high cholesterol","cardiovascular"
"8446","NTRK2","high cholesterol","cardiovascular"
"8447","PRKCB","high cholesterol","cardiovascular"
"8448","GPX6","high cholesterol","cardiovascular"
"8449","ITGB7","high cholesterol","cardiovascular"
"8450","ALOX5","high cholesterol","cardiovascular"
"8451","INHBA","high cholesterol","cardiovascular"
"8452","PSMC2","high cholesterol","cardiovascular"
"8453","GSTA3","high cholesterol","cardiovascular"
"8454","PSMD6","high cholesterol","cardiovascular"
"8455","RRAS","high cholesterol","cardiovascular"
"8456","SRD5A2","high cholesterol","cardiovascular"
"8457","ACAA1","high cholesterol","cardiovascular"
"8458","CYP2W1","high cholesterol","cardiovascular"
"8459","PLCB4","high cholesterol","cardiovascular"
"8460","MOGAT1","high cholesterol","cardiovascular"
"8461","CDC14B","high cholesterol","cardiovascular"
"8462","RXRA","high cholesterol","cardiovascular"
"8463","IL15RA","high cholesterol","cardiovascular"
"8464","CCL2","high cholesterol","cardiovascular"
"8465","HumAge","high cholesterol","cardiovascular"
"8466","SNCA","high cholesterol","cardiovascular"
"8467","CYP2D6","high cholesterol","cardiovascular"
"8468","UCN2","high cholesterol","cardiovascular"
"8469","MIR143","high cholesterol","cardiovascular"
"8470","SOD1","high cholesterol","cardiovascular"
"8471","PPP2R3C","high cholesterol","cardiovascular"
"8472","BAX","high cholesterol","cardiovascular"
"8473","PKD2L1","high cholesterol","cardiovascular"
"8474","SMARCD1","high cholesterol","cardiovascular"
"8475","CACNA1D","high cholesterol","cardiovascular"
"8476","PLD4","high cholesterol","cardiovascular"
"8477","PGM1","high cholesterol","cardiovascular"
"8478","ENTPD8","high cholesterol","cardiovascular"
"8479","PNLIPRP2","high cholesterol","cardiovascular"
"8480","ERBB3","high cholesterol","cardiovascular"
"8481","ADH6","high cholesterol","cardiovascular"
"8482","ITGA4","high cholesterol","cardiovascular"
"8483","PPARD","high cholesterol","cardiovascular"
"8484","PGM2","high cholesterol","cardiovascular"
"8485","ACSL5","high cholesterol","cardiovascular"
"8486","C3","high cholesterol","cardiovascular"
"8487","TRPC6","high cholesterol","cardiovascular"
"8488","IL27","high cholesterol","cardiovascular"
"8489","IFNA14","high cholesterol","cardiovascular"
"8490","CCL20","high cholesterol","cardiovascular"
"8491","HIF1A","high cholesterol","cardiovascular"
"8492","RAC1","high cholesterol","cardiovascular"
"8493","IFNA17","high cholesterol","cardiovascular"
"8494","SMARCE1","high cholesterol","cardiovascular"
"8495","IFNA21","high cholesterol","cardiovascular"
"8496","CACNB2","high cholesterol","cardiovascular"
"8497","PLA2G4A","high cholesterol","cardiovascular"
"8498","HTT","high cholesterol","cardiovascular"
"8499","PNPLA3","high cholesterol","cardiovascular"
"8500","INHBC","high cholesterol","cardiovascular"
"8501","PPP3CC","high cholesterol","cardiovascular"
"8502","PLA2G12A","high cholesterol","cardiovascular"
"8503","GNAI3","high cholesterol","cardiovascular"
"8504","PIK3CG","high cholesterol","cardiovascular"
"8505","PSMC1","high cholesterol","cardiovascular"
"8506","IL23A","high cholesterol","cardiovascular"
"8507","LIPF","high cholesterol","cardiovascular"
"8508","ARPC4","high cholesterol","cardiovascular"
"8509","IL13","high cholesterol","cardiovascular"
"8510","IL12A","high cholesterol","cardiovascular"
"8511","SP1","high cholesterol","cardiovascular"
"8512","PLA2G4C","high cholesterol","cardiovascular"
"8513","BAD","high cholesterol","cardiovascular"
"8514","MAPK1","high cholesterol","cardiovascular"
"8515","CACNB4","high cholesterol","cardiovascular"
"8516","AGTR1","high cholesterol","cardiovascular"
"8517","GPX4","high cholesterol","cardiovascular"
"8518","CYP2C19","high cholesterol","cardiovascular"
"8519","ACTR2","high cholesterol","cardiovascular"
"8520","ATP1B4","high cholesterol","cardiovascular"
"8521","F2RL1","high cholesterol","cardiovascular"
"8522","ACADS","high cholesterol","cardiovascular"
"8523","ANAPC11","high cholesterol","cardiovascular"
"8524","PLA2G2D","high cholesterol","cardiovascular"
"8525","HNF1A","high cholesterol","cardiovascular"
"8526","PLPP2","high cholesterol","cardiovascular"
"8527","LSP1","high cholesterol","cardiovascular"
"8528","TRDN","high cholesterol","cardiovascular"
"8529","TUBB6","high cholesterol","cardiovascular"
"8530","YWHAG","high cholesterol","cardiovascular"
"8531","PRPS1L1","high cholesterol","cardiovascular"
"8532","CREB1","high cholesterol","cardiovascular"
"8533","YWHAH","high cholesterol","cardiovascular"
"8534","PRKACB","high cholesterol","cardiovascular"
"8535","SMG1","high cholesterol","cardiovascular"
"8536","PPP1R1A","high cholesterol","cardiovascular"
"8537","ITGA5","high cholesterol","cardiovascular"
"8538","D1319","high cholesterol","cardiovascular"
"8539","CXCR1","high cholesterol","cardiovascular"
"8540","PPP1R17","high cholesterol","cardiovascular"
"8541","PLPP4","high cholesterol","cardiovascular"
"8542","SNX33","high cholesterol","cardiovascular"
"8543","D1112","high cholesterol","cardiovascular"
"8544","PRKG1","high cholesterol","cardiovascular"
"8545","GPX8","high cholesterol","cardiovascular"
"8546","LPIN1","high cholesterol","cardiovascular"
"8547","CCL19","high cholesterol","cardiovascular"
"8548","IL2RA","high cholesterol","cardiovascular"
"8549","PRKG2","high cholesterol","cardiovascular"
"8550","UBE2L3","high cholesterol","cardiovascular"
"8551","IL17RA","high cholesterol","cardiovascular"
"8552","MMP2","high cholesterol","cardiovascular"
"8553","CHKB","high cholesterol","cardiovascular"
"8554","GSTO2","high cholesterol","cardiovascular"
"8555","PLPP5","high cholesterol","cardiovascular"
"8556","GSTA5","high cholesterol","cardiovascular"
"8557","CACNA2D3","high cholesterol","cardiovascular"
"8558","NFKB2","high cholesterol","cardiovascular"
"8559","VIP","high cholesterol","cardiovascular"
"8560","PLPP1","high cholesterol","cardiovascular"
"8561","MAP3K7","high cholesterol","cardiovascular"
"8562","IFNA13","high cholesterol","cardiovascular"
"8563","OLR1","high cholesterol","cardiovascular"
"8564","CDC42","high cholesterol","cardiovascular"
"8565","GNAI1","high cholesterol","cardiovascular"
"8566","TARDBP","high cholesterol","cardiovascular"
"8567","ATG5","high cholesterol","cardiovascular"
"8568","UCP1","high cholesterol","cardiovascular"
"8569","PUM1","high cholesterol","cardiovascular"
"8570","PSMD8","high cholesterol","cardiovascular"
"8571","GSTA2","high cholesterol","cardiovascular"
"8572","EGFR","high cholesterol","cardiovascular"
"8573","GADD45B","high cholesterol","cardiovascular"
"8574","D1156","high cholesterol","cardiovascular"
"8575","PBRM1","high cholesterol","cardiovascular"
"8576","FOXP3","high cholesterol","cardiovascular"
"8577","PLAAT2","high cholesterol","cardiovascular"
"8578","CYP2A7","high cholesterol","cardiovascular"
"8579","SRD5A1","high cholesterol","cardiovascular"
"8580","AKR1C3","high cholesterol","cardiovascular"
"8581","F2RL2","high cholesterol","cardiovascular"
"8582","MAPK14","high cholesterol","cardiovascular"
"8583","NFATC2","high cholesterol","cardiovascular"
"8584","MAOB","high cholesterol","cardiovascular"
"8585","IKBKB","high cholesterol","cardiovascular"
"8586","ST8SIA1","high cholesterol","cardiovascular"
"8587","LTBP1","high cholesterol","cardiovascular"
"8588","ITGB1","high cholesterol","cardiovascular"
"8589","NFATC3","high cholesterol","cardiovascular"
"8590","MAP2K3","high cholesterol","cardiovascular"
"8591","MCEE","high cholesterol","cardiovascular"
"8592","F2RL3","high cholesterol","cardiovascular"
"8593","MOGAT2","high cholesterol","cardiovascular"
"8594","RXRB","high cholesterol","cardiovascular"
"8595","NFATC4","high cholesterol","cardiovascular"
"8596","SHOC2","high cholesterol","cardiovascular"
"8597","CACNA2D1","high cholesterol","cardiovascular"
"8598","NTRK1","high cholesterol","cardiovascular"
"8599","CAMK2D","high cholesterol","cardiovascular"
"8600","CREB3L3","high cholesterol","cardiovascular"
"8601","D1092","high cholesterol","cardiovascular"
"8602","PSMB6","high cholesterol","cardiovascular"
"8603","NOS2","high cholesterol","cardiovascular"
"8604","BUB1B","high cholesterol","cardiovascular"
"8605","PRKACG","high cholesterol","cardiovascular"
"8606","MAPK4","high cholesterol","cardiovascular"
"8607","BRD7","high cholesterol","cardiovascular"
"8608","GSTA1","high cholesterol","cardiovascular"
"8609","PPP3CA","high cholesterol","cardiovascular"
"8610","CYP2F1","high cholesterol","cardiovascular"
"8611","PLA2G3","high cholesterol","cardiovascular"
"8612","FYCO1","high cholesterol","cardiovascular"
"8613","CD226","high cholesterol","cardiovascular"
"8614","PNPLA2","high cholesterol","cardiovascular"
"8615","AGK","high cholesterol","cardiovascular"
"8616","MAD2L1","high cholesterol","cardiovascular"
"8617","TUBA1B","high cholesterol","cardiovascular"
"8618","PTK2","high cholesterol","cardiovascular"
"8619","TUBB2B","high cholesterol","cardiovascular"
"8620","PSMA7","high cholesterol","cardiovascular"
"8621","KCNMB1","high cholesterol","cardiovascular"
"8622","PLA2G2F","high cholesterol","cardiovascular"
"8623","VASP","high cholesterol","cardiovascular"
"8624","GNS","high cholesterol","cardiovascular"
"8625","PSMD9","high cholesterol","cardiovascular"
"8626","CXCL6","high cholesterol","cardiovascular"
"8627","FLT1","high cholesterol","cardiovascular"
"8628","TUBA3E","high cholesterol","cardiovascular"
"8629","IDH3B","high cholesterol","cardiovascular"
"8630","TUBB2A","high cholesterol","cardiovascular"
"8631","GAL3ST1","high cholesterol","cardiovascular"
"8632","GSTO1","high cholesterol","cardiovascular"
"8633","IDH3G","high cholesterol","cardiovascular"
"8634","TRAF6","high cholesterol","cardiovascular"
"8635","SORBS1","high cholesterol","cardiovascular"
"8636","GH1","high cholesterol","cardiovascular"
"8637","GIP","high cholesterol","cardiovascular"
"8638","ACTB","high cholesterol","cardiovascular"
"8639","AKR1D1","high cholesterol","cardiovascular"
"8640","SEM1","high cholesterol","cardiovascular"
"8641","DRD2","high cholesterol","cardiovascular"
"8642","MRAS","high cholesterol","cardiovascular"
"8643","MMP9","high cholesterol","cardiovascular"
"8644","IL10","high cholesterol","cardiovascular"
"8645","GSTP1","high cholesterol","cardiovascular"
"8646","ITGA3","high cholesterol","cardiovascular"
"8647","CYP1A2","high cholesterol","cardiovascular"
"8648","GSTT1","high cholesterol","cardiovascular"
"8649","ARPC1A","high cholesterol","cardiovascular"
"8650","ANGPTL3","high cholesterol","cardiovascular"
"8651","C1GALT1C1L","high cholesterol","cardiovascular"
"8652","INHBB","high cholesterol","cardiovascular"
"8653","PIK3CA","high cholesterol","cardiovascular"
"8654","SMAD3","high cholesterol","cardiovascular"
"8655","MST1R","high cholesterol","cardiovascular"
"8656","ATP1B1","high cholesterol","cardiovascular"
"8657","PSMC4","high cholesterol","cardiovascular"
"8658","ANAPC15","high cholesterol","cardiovascular"
"8659","CD36","high cholesterol","cardiovascular"
"8660","CYP2S1","high cholesterol","cardiovascular"
"8661","SLC8A1","high cholesterol","cardiovascular"
"8662","CACNA1S","high cholesterol","cardiovascular"
"8663","LEP","high cholesterol","cardiovascular"
"8664","CCL21","high cholesterol","cardiovascular"
"8665","HSD11B1L","high cholesterol","cardiovascular"
"8666","PRPS2","high cholesterol","cardiovascular"
"8667","AHR","high cholesterol","cardiovascular"
"8668","SNX9","high cholesterol","cardiovascular"
"8669","ANAPC4","high cholesterol","cardiovascular"
"8670","HSD17B1","high cholesterol","cardiovascular"
"8671","MUC5AC","high cholesterol","cardiovascular"
"8672","RAC3","high cholesterol","cardiovascular"
"8673","GSS","high cholesterol","cardiovascular"
"8674","NTS","high cholesterol","cardiovascular"
"8675","PRKCD","high cholesterol","cardiovascular"
"8676","CSNK2A2","high cholesterol","cardiovascular"
"8677","ATXN3","high cholesterol","cardiovascular"
"8678","GPAT3","high cholesterol","cardiovascular"
"8679","PDGFRB","high cholesterol","cardiovascular"
"8680","ST3GAL1","high cholesterol","cardiovascular"
"8681","PPP2CA","high cholesterol","cardiovascular"
"8682","PSMA3","high cholesterol","cardiovascular"
"8683","CALCR","high cholesterol","cardiovascular"
"8684","AOX1","high cholesterol","cardiovascular"
"8685","ESPL1","high cholesterol","cardiovascular"
"8686","GK","high cholesterol","cardiovascular"
"8687","ACOX3","high cholesterol","cardiovascular"
"8688","CTNNB1","high cholesterol","cardiovascular"
"8689","MAPK7","high cholesterol","cardiovascular"
"8690","RPTOR","high cholesterol","cardiovascular"
"8691","CCL7","high cholesterol","cardiovascular"
"8692","MAPK11","high cholesterol","cardiovascular"
"8693","DLST","high cholesterol","cardiovascular"
"8694","HSPG2","high cholesterol","cardiovascular"
"8695","TIGIT","high cholesterol","cardiovascular"
"8696","ARRB2","high cholesterol","cardiovascular"
"8697","LRP1","high cholesterol","cardiovascular"
"8698","ESR2","high cholesterol","cardiovascular"
"8699","ARNT","high cholesterol","cardiovascular"
"8700","PLA2G4B","high cholesterol","cardiovascular"
"8701","FGFR3","high cholesterol","cardiovascular"
"8702","SEPTIN5","high cholesterol","cardiovascular"
"8703","LOC107987478","high cholesterol","cardiovascular"
"8704","CAMK2A","high cholesterol","cardiovascular"
"8705","GSTM1","high cholesterol","cardiovascular"
"8706","PLA2G4E","high cholesterol","cardiovascular"
"8707","HSD17B11","high cholesterol","cardiovascular"
"8708","RDX","high cholesterol","cardiovascular"
"8709","EZR","high cholesterol","cardiovascular"
"8710","LEFTY1","high cholesterol","cardiovascular"
"8711","HDAC2","high cholesterol","cardiovascular"
"8712","CAMK2B","high cholesterol","cardiovascular"
"8713","FMOD","high cholesterol","cardiovascular"
"8714","MAP1LC3B","high cholesterol","cardiovascular"
"8715","BABAM1","high cholesterol","cardiovascular"
"8716","D1251","high cholesterol","cardiovascular"
"8717","AKT3","high cholesterol","cardiovascular"
"8718","ALDH3B2","high cholesterol","cardiovascular"
"8719","NECTIN1","high cholesterol","cardiovascular"
"8720","CXCL10","high cholesterol","cardiovascular"
"8721","ANAPC16","high cholesterol","cardiovascular"
"8722","JAK3","high cholesterol","cardiovascular"
"8723","FLT3","high cholesterol","cardiovascular"
"8724","DGKK","high cholesterol","cardiovascular"
"8725","INSR","high cholesterol","cardiovascular"
"8726","KRAS","high cholesterol","cardiovascular"
"8727","CYP1A1","high cholesterol","cardiovascular"
"8728","ITGA2B","high cholesterol","cardiovascular"
"8729","TUBAL3","high cholesterol","cardiovascular"
"8730","ARRB1","high cholesterol","cardiovascular"
"8731","AGT","high cholesterol","cardiovascular"
"8732","PSMC5","high cholesterol","cardiovascular"
"8733","IL6","high cholesterol","cardiovascular"
"8734","PAK6","high cholesterol","cardiovascular"
"8735","CYP2A6","high cholesterol","cardiovascular"
"8736","ATP1A4","high cholesterol","cardiovascular"
"8737","ALG8","high cholesterol","cardiovascular"
"8738","IFNG","high cholesterol","cardiovascular"
"8739","BCL2L1","high cholesterol","cardiovascular"
"8740","RYR2","high cholesterol","cardiovascular"
"8741","NFKB1","high cholesterol","cardiovascular"
"8742","PLA2G6","high cholesterol","cardiovascular"
"8743","PRL","high cholesterol","cardiovascular"
"8744","MGST2","high cholesterol","cardiovascular"
"8745","INHBE","high cholesterol","cardiovascular"
"8746","POMC","high cholesterol","cardiovascular"
"8747","GP6","high cholesterol","cardiovascular"
"8748","DGKG","high cholesterol","cardiovascular"
"8749","AFDN","high cholesterol","cardiovascular"
"8750","BST1","high cholesterol","cardiovascular"
"8751","PPARG","high cholesterol","cardiovascular"
"8752","LOC100509620","high cholesterol","cardiovascular"
"8753","FSHB","high cholesterol","cardiovascular"
"8754","CPT1B","high cholesterol","cardiovascular"
"8755","RASGRP2","high cholesterol","cardiovascular"
"8756","ITGB5","high cholesterol","cardiovascular"
"8757","ALOX15","high cholesterol","cardiovascular"
"8758","CHAC1","high cholesterol","cardiovascular"
"8759","STAT5A","high cholesterol","cardiovascular"
"8760","ACTL6B","high cholesterol","cardiovascular"
"8761","S100A7A","high cholesterol","cardiovascular"
"8762","D1321","high cholesterol","cardiovascular"
"8763","S100A7","high cholesterol","cardiovascular"
"8764","ATF2","high cholesterol","cardiovascular"
"8765","ATP2B3","high cholesterol","cardiovascular"
"8766","PTGS1","high cholesterol","cardiovascular"
"8767","ATG9A","high cholesterol","cardiovascular"
"8768","SMARCD2","high cholesterol","cardiovascular"
"8769","CDK1","high cholesterol","cardiovascular"
"8770","MTR","high cholesterol","cardiovascular"
"8771","CACNG8","high cholesterol","cardiovascular"
"8772","ESR1","high cholesterol","cardiovascular"
"8773","PNLIPRP3","high cholesterol","cardiovascular"
"8774","CYP3A7","high cholesterol","cardiovascular"
"8775","CD209","high cholesterol","cardiovascular"
"8776","MMP3","high cholesterol","cardiovascular"
"8777","APOB","high cholesterol","cardiovascular"
"8778","ANGPTL4","high cholesterol","cardiovascular"
"8779","PPP3CB","high cholesterol","cardiovascular"
"8780","CDC23","high cholesterol","cardiovascular"
"8781","ATP1B2","high cholesterol","cardiovascular"
"8782","ATP1B3","high cholesterol","cardiovascular"
"8783","AKR1C1","high cholesterol","cardiovascular"
"8784","FXYD2","high cholesterol","cardiovascular"
"8785","HSD11B1","high cholesterol","cardiovascular"
"8786","ANAPC2","high cholesterol","cardiovascular"
"8787","BLVRB","high cholesterol","cardiovascular"
"8788","UMPS","high cholesterol","cardiovascular"
"8789","TKT","high cholesterol","cardiovascular"
"8790","SMARCC1","high cholesterol","cardiovascular"
"8791","PRKCA","high cholesterol","cardiovascular"
"8792","PRKCH","high cholesterol","cardiovascular"
"8793","ACAA2","high cholesterol","cardiovascular"
"8794","STAT2","high cholesterol","cardiovascular"
"8795","ADH1A","high cholesterol","cardiovascular"
"8796","CCL17","high cholesterol","cardiovascular"
"8797","CREB3L2","high cholesterol","cardiovascular"
"8798","RAF1","high cholesterol","cardiovascular"
"8799","CYP3A7-CYP3A51P","high cholesterol","cardiovascular"
"8800","PINK1","high cholesterol","cardiovascular"
"8801","CCNB3","high cholesterol","cardiovascular"
"8802","LDLR","high cholesterol","cardiovascular"
"8803","LIF","high cholesterol","cardiovascular"
"8804","NECTIN3","high cholesterol","cardiovascular"
"8805","PARD3","high cholesterol","cardiovascular"
"8806","CDC14A","high cholesterol","cardiovascular"
"8807","HDAC5","high cholesterol","cardiovascular"
"8808","PLA2G5","high cholesterol","cardiovascular"
"8809","USP8","high cholesterol","cardiovascular"
"8810","LIPC","high cholesterol","cardiovascular"
