"","Gen","Ard","Arc"
"10233","LINC00165","high cholesterol","cardiovascular"
"10234","BCAS2P3","high cholesterol","cardiovascular"
"10235","TMUB2","high cholesterol","cardiovascular"
"10236","SPEG","high cholesterol","cardiovascular"
"10237","FTCD","high cholesterol","cardiovascular"
"10238","PCDHGC3","high cholesterol","cardiovascular"
"10239","RFKP5","high cholesterol","cardiovascular"
"10240","KLC2","high cholesterol","cardiovascular"
"10241","PRMT1","high cholesterol","cardiovascular"
"10242","RPS9","high cholesterol","cardiovascular"
"10243","CYB561A3","high cholesterol","cardiovascular"
"10244","KCNK3","high cholesterol","cardiovascular"
"10245","ADD1","high cholesterol","cardiovascular"
"10246","CPE","high cholesterol","cardiovascular"
"10247","PI4KB","high cholesterol","cardiovascular"
"10248","LINC01740","high cholesterol","cardiovascular"
"10249","PSD","high cholesterol","cardiovascular"
"10250","AQP7","high cholesterol","cardiovascular"
"10251","YY1","high cholesterol","cardiovascular"
"10252","PCDHGB3","high cholesterol","cardiovascular"
"10253","CYCSP12","high cholesterol","cardiovascular"
"10254","LINC02679","high cholesterol","cardiovascular"
"10255","PCDHGA7","high cholesterol","cardiovascular"
"10256","ADRA1B","high cholesterol","cardiovascular"
"10257","CELF3","high cholesterol","cardiovascular"
"10258","AHSG","high cholesterol","cardiovascular"
"10259","RPS3","high cholesterol","cardiovascular"
"10260","ARPC3","high cholesterol","cardiovascular"
"10261","CDCA7L","high cholesterol","cardiovascular"
"10262","RPL23AP43","high cholesterol","cardiovascular"
"10263","CHRD","high cholesterol","cardiovascular"
"10264","CSNK1G2","high cholesterol","cardiovascular"
"10265","TFF1","high cholesterol","cardiovascular"
"10266","TTBK1","high cholesterol","cardiovascular"
"10267","BCKDHA","high cholesterol","cardiovascular"
"10268","KCNC1","high cholesterol","cardiovascular"
"10269","TMEM178A","high cholesterol","cardiovascular"
"10270","ETV4","high cholesterol","cardiovascular"
"10271","MIR4678","high cholesterol","cardiovascular"
"10272","UBBP5","high cholesterol","cardiovascular"
"10273","WNK2","high cholesterol","cardiovascular"
"10274","HLA-U","high cholesterol","cardiovascular"
"10275","IL10RB-DT","high cholesterol","cardiovascular"
"10276","SERBP1","high cholesterol","cardiovascular"
"10277","GPR158","high cholesterol","cardiovascular"
"10278","SCAF1","high cholesterol","cardiovascular"
"10279","RPL6","high cholesterol","cardiovascular"
"10280","ZC3H11A","high cholesterol","cardiovascular"
"10281","VGF","high cholesterol","cardiovascular"
"10282","RPL11","high cholesterol","cardiovascular"
"10283","DHX37","high cholesterol","cardiovascular"
"10284","HAPLN2","high cholesterol","cardiovascular"
"10285","DRP2","high cholesterol","cardiovascular"
"10286","CDK5R2","high cholesterol","cardiovascular"
"10287","D1251","high cholesterol","cardiovascular"
"10288","FGG","high cholesterol","cardiovascular"
"10289","SLC25A3","high cholesterol","cardiovascular"
"10290","CEDORA","high cholesterol","cardiovascular"
"10291","RAB3A","high cholesterol","cardiovascular"
"10292","SYT2","high cholesterol","cardiovascular"
"10293","PNKDP1","high cholesterol","cardiovascular"
"10294","SRCAP","high cholesterol","cardiovascular"
"10295","PLEKHB1","high cholesterol","cardiovascular"
"10296","DHX15","high cholesterol","cardiovascular"
"10297","DDA1","high cholesterol","cardiovascular"
"10298","HERC3","high cholesterol","cardiovascular"
"10299","SLC32A1","high cholesterol","cardiovascular"
"10300","LHX1","high cholesterol","cardiovascular"
"10301","ATXN2L","high cholesterol","cardiovascular"
"10302","LGI3","high cholesterol","cardiovascular"
"10303","HTRA1","high cholesterol","cardiovascular"
"10304","PCDHGB1","high cholesterol","cardiovascular"
"10305","B4GALNT1","high cholesterol","cardiovascular"
"10306","TOMM20P1","high cholesterol","cardiovascular"
"10307","LINC00381","high cholesterol","cardiovascular"
"10308","PRPF8","high cholesterol","cardiovascular"
"10309","DUS1L","high cholesterol","cardiovascular"
"10310","MAG","high cholesterol","cardiovascular"
"10311","PSMA1P1","high cholesterol","cardiovascular"
"10312","UQCRFS1","high cholesterol","cardiovascular"
"10313","MGAT5B","high cholesterol","cardiovascular"
"10314","CCKBR","high cholesterol","cardiovascular"
"10315","ModAge","high cholesterol","cardiovascular"
"10316","RPL35AP2","high cholesterol","cardiovascular"
"10317","SRRM4","high cholesterol","cardiovascular"
"10318","CYP1D1P","high cholesterol","cardiovascular"
"10319","LSM14A","high cholesterol","cardiovascular"
"10320","GIGYF1","high cholesterol","cardiovascular"
"10321","RNU2-59P","high cholesterol","cardiovascular"
"10322","RPL18A","high cholesterol","cardiovascular"
"10323","SNAP91","high cholesterol","cardiovascular"
"10324","PCDHGA10","high cholesterol","cardiovascular"
"10325","SMLR1","high cholesterol","cardiovascular"
"10326","TUBGCP6","high cholesterol","cardiovascular"
"10327","TMED1","high cholesterol","cardiovascular"
"10328","RNA5SP280","high cholesterol","cardiovascular"
"10329","FDX1P2","high cholesterol","cardiovascular"
"10330","PPP6R2","high cholesterol","cardiovascular"
"10331","GABRA1","high cholesterol","cardiovascular"
"10332","PIN1","high cholesterol","cardiovascular"
"10333","G6PC1","high cholesterol","cardiovascular"
"10334","TUG1","high cholesterol","cardiovascular"
"10335","PLEKHG5","high cholesterol","cardiovascular"
"10336","NEFH","high cholesterol","cardiovascular"
"10337","PHF8","high cholesterol","cardiovascular"
"10338","WFIKKN2","high cholesterol","cardiovascular"
"10339","RPL34","high cholesterol","cardiovascular"
"10340","KRT18P27","high cholesterol","cardiovascular"
"10341","PCP4L1","high cholesterol","cardiovascular"
"10342","RPS15P4","high cholesterol","cardiovascular"
"10343","GRM1","high cholesterol","cardiovascular"
"10344","RGS8","high cholesterol","cardiovascular"
"10345","MAPRE3","high cholesterol","cardiovascular"
"10346","BTF3P13","high cholesterol","cardiovascular"
"10347","GABBR2","high cholesterol","cardiovascular"
"10348","LINC01537","high cholesterol","cardiovascular"
"10349","SPATA13-AS1","high cholesterol","cardiovascular"
"10350","JPH3","high cholesterol","cardiovascular"
"10351","C1QL2","high cholesterol","cardiovascular"
"10352","RPL21P97","high cholesterol","cardiovascular"
"10353","SLC7A4","high cholesterol","cardiovascular"
"10354","SERBP1P6","high cholesterol","cardiovascular"
"10355","RPSA","high cholesterol","cardiovascular"
"10356","CTNNA2","high cholesterol","cardiovascular"
"10357","INTS11","high cholesterol","cardiovascular"
"10358","CTBP1","high cholesterol","cardiovascular"
"10359","RPS6","high cholesterol","cardiovascular"
"10360","RN7SL326P","high cholesterol","cardiovascular"
"10361","HAP1","high cholesterol","cardiovascular"
"10362","PPIAP87","high cholesterol","cardiovascular"
"10363","LGALS8-AS1","high cholesterol","cardiovascular"
"10364","HSPB8","high cholesterol","cardiovascular"
"10365","FXYD1","high cholesterol","cardiovascular"
"10366","PCDHGA5","high cholesterol","cardiovascular"
"10367","ANO3","high cholesterol","cardiovascular"
"10368","PSD2","high cholesterol","cardiovascular"
"10369","NFATC2IP-AS1","high cholesterol","cardiovascular"
"10370","REXO1","high cholesterol","cardiovascular"
"10371","DCAF8","high cholesterol","cardiovascular"
"10372","SULT2A1","high cholesterol","cardiovascular"
"10373","CAMK2N2","high cholesterol","cardiovascular"
"10374","TUBGCP3","high cholesterol","cardiovascular"
"10375","DAP3P1","high cholesterol","cardiovascular"
"10376","RBM17","high cholesterol","cardiovascular"
"10377","FAM209A","high cholesterol","cardiovascular"
"10378","NSG1","high cholesterol","cardiovascular"
"10379","DTNA","high cholesterol","cardiovascular"
"10380","SNAPC4","high cholesterol","cardiovascular"
"10381","MTND1P23","high cholesterol","cardiovascular"
"10382","PCBP2P2","high cholesterol","cardiovascular"
"10383","COL6A6","high cholesterol","cardiovascular"
"10384","VPS26BP1","high cholesterol","cardiovascular"
"10385","SSRP1","high cholesterol","cardiovascular"
"10386","C16orf92","high cholesterol","cardiovascular"
"10387","TBC1D22A","high cholesterol","cardiovascular"
"10388","TPPP","high cholesterol","cardiovascular"
"10389","KRT31","high cholesterol","cardiovascular"
"10390","SEPTIN4","high cholesterol","cardiovascular"
"10391","RNU6-1217P","high cholesterol","cardiovascular"
"10392","SCRT1","high cholesterol","cardiovascular"
"10393","CIAO1","high cholesterol","cardiovascular"
"10394","EIF4HP1","high cholesterol","cardiovascular"
"10395","CHST1","high cholesterol","cardiovascular"
"10396","ALB","high cholesterol","cardiovascular"
"10397","RBM8A","high cholesterol","cardiovascular"
"10398","CRYM","high cholesterol","cardiovascular"
"10399","MAGOH","high cholesterol","cardiovascular"
"10400","RPS3AP38","high cholesterol","cardiovascular"
"10401","NOVA1","high cholesterol","cardiovascular"
"10402","NMNAT2","high cholesterol","cardiovascular"
"10403","ATG10","high cholesterol","cardiovascular"
"10404","RPL7AP65","high cholesterol","cardiovascular"
"10405","RPRD2","high cholesterol","cardiovascular"
"10406","BORCS8-MEF2B","high cholesterol","cardiovascular"
"10407","NOP53","high cholesterol","cardiovascular"
"10408","PPP4R3B","high cholesterol","cardiovascular"
"10409","SYNGR3","high cholesterol","cardiovascular"
"10410","C16orf89","high cholesterol","cardiovascular"
"10411","SYT1","high cholesterol","cardiovascular"
"10412","CHGA","high cholesterol","cardiovascular"
"10413","GOLGA7B","high cholesterol","cardiovascular"
"10414","BSN","high cholesterol","cardiovascular"
"10415","NR1H4","high cholesterol","cardiovascular"
"10416","BARX1","high cholesterol","cardiovascular"
"10417","SOCS5P4","high cholesterol","cardiovascular"
"10418","BRSK2","high cholesterol","cardiovascular"
"10419","SUGP1","high cholesterol","cardiovascular"
"10420","C10orf55","high cholesterol","cardiovascular"
"10421","RPL6P10","high cholesterol","cardiovascular"
"10422","PARG","high cholesterol","cardiovascular"
"10423","TMEM256P2","high cholesterol","cardiovascular"
"10424","STARD3","high cholesterol","cardiovascular"
"10425","ZNF687","high cholesterol","cardiovascular"
"10426","ARHGDIA","high cholesterol","cardiovascular"
"10427","EEF2","high cholesterol","cardiovascular"
"10428","GAD2","high cholesterol","cardiovascular"
"10429","KCNIP2","high cholesterol","cardiovascular"
"10430","IGFBP3","high cholesterol","cardiovascular"
"10431","F10","high cholesterol","cardiovascular"
"10432","UXT","high cholesterol","cardiovascular"
"10433","D1532","high cholesterol","cardiovascular"
"10434","SLC45A2","high cholesterol","cardiovascular"
"10435","STAC2","high cholesterol","cardiovascular"
"10436","MTRF1LP2","high cholesterol","cardiovascular"
"10437","LZTS3","high cholesterol","cardiovascular"
"10438","ARAF","high cholesterol","cardiovascular"
"10439","RPL36","high cholesterol","cardiovascular"
"10440","PNMA2","high cholesterol","cardiovascular"
"10441","KCND3","high cholesterol","cardiovascular"
"10442","SPSB3","high cholesterol","cardiovascular"
"10443","CACNA1B","high cholesterol","cardiovascular"
"10444","CPNE6","high cholesterol","cardiovascular"
"10445","EIF2B1","high cholesterol","cardiovascular"
"10446","ZFPL1","high cholesterol","cardiovascular"
"10447","ZNF513","high cholesterol","cardiovascular"
"10448","CRHR1","high cholesterol","cardiovascular"
"10449","RPL27","high cholesterol","cardiovascular"
"10450","SLC6A1","high cholesterol","cardiovascular"
"10451","GCN1","high cholesterol","cardiovascular"
"10452","D1092","high cholesterol","cardiovascular"
"10453","LINC03053","high cholesterol","cardiovascular"
"10454","RANP5","high cholesterol","cardiovascular"
"10455","GPR37L1","high cholesterol","cardiovascular"
"10456","RPS15A","high cholesterol","cardiovascular"
"10457","RPL3P4","high cholesterol","cardiovascular"
"10458","UBE2Z","high cholesterol","cardiovascular"
"10459","D1245","high cholesterol","cardiovascular"
"10460","ZFYVE26","high cholesterol","cardiovascular"
"10461","SEC63P1","high cholesterol","cardiovascular"
"10462","NALCN-AS1","high cholesterol","cardiovascular"
"10463","OFD1P13Y","high cholesterol","cardiovascular"
"10464","TLE2","high cholesterol","cardiovascular"
"10465","EIF2S2P5","high cholesterol","cardiovascular"
"10466","DGCR8","high cholesterol","cardiovascular"
"10467","RPS11","high cholesterol","cardiovascular"
"10468","HACD2","high cholesterol","cardiovascular"
"10469","TTYH1","high cholesterol","cardiovascular"
"10470","MT3","high cholesterol","cardiovascular"
"10471","MTND5P27","high cholesterol","cardiovascular"
"10472","MRPL4","high cholesterol","cardiovascular"
"10473","MAU2","high cholesterol","cardiovascular"
"10474","CPZ","high cholesterol","cardiovascular"
"10475","URM1","high cholesterol","cardiovascular"
"10476","CEROX1","high cholesterol","cardiovascular"
"10477","MAPKAP1","high cholesterol","cardiovascular"
"10478","C1orf122","high cholesterol","cardiovascular"
"10479","THRAP3P1","high cholesterol","cardiovascular"
"10480","SMPD4","high cholesterol","cardiovascular"
"10481","RAC1P6","high cholesterol","cardiovascular"
"10482","LINC01515","high cholesterol","cardiovascular"
"10483","CACNG7","high cholesterol","cardiovascular"
"10484","SUSD4","high cholesterol","cardiovascular"
"10485","DCAF15","high cholesterol","cardiovascular"
"10486","PAH","high cholesterol","cardiovascular"
"10487","TRAPPC1","high cholesterol","cardiovascular"
"10488","PIP4P1","high cholesterol","cardiovascular"
"10489","CSDE1","high cholesterol","cardiovascular"
"10490","TAFAZZIN","high cholesterol","cardiovascular"
"10491","CACNG8","high cholesterol","cardiovascular"
"10492","CFL1P3","high cholesterol","cardiovascular"
"10493","DPP9","high cholesterol","cardiovascular"
"10494","ADAM11","high cholesterol","cardiovascular"
"10495","CRIP1P3","high cholesterol","cardiovascular"
"10496","KRTAP20-4","high cholesterol","cardiovascular"
"10497","RPL30","high cholesterol","cardiovascular"
"10498","ENTREP2","high cholesterol","cardiovascular"
"10499","TUBGCP2","high cholesterol","cardiovascular"
"10500","FAM230H","high cholesterol","cardiovascular"
"10501","DRAXINP1","high cholesterol","cardiovascular"
"10502","PPP1R8","high cholesterol","cardiovascular"
"10503","RCOR1","high cholesterol","cardiovascular"
"10504","MTCO3P29","high cholesterol","cardiovascular"
"10505","RNF114","high cholesterol","cardiovascular"
"10506","STC2","high cholesterol","cardiovascular"
"10507","TMEM158","high cholesterol","cardiovascular"
"10508","SCD5","high cholesterol","cardiovascular"
"10509","SCN1B","high cholesterol","cardiovascular"
"10510","NYAP1","high cholesterol","cardiovascular"
"10511","TNS2","high cholesterol","cardiovascular"
"10512","SLC8A2","high cholesterol","cardiovascular"
"10513","TNR","high cholesterol","cardiovascular"
"10514","MBD1","high cholesterol","cardiovascular"
"10515","MTND6P18","high cholesterol","cardiovascular"
"10516","FABP1","high cholesterol","cardiovascular"
"10517","RPL18AP2","high cholesterol","cardiovascular"
"10518","ZIC1","high cholesterol","cardiovascular"
"10519","RPLP0","high cholesterol","cardiovascular"
"10520","SERPINC1","high cholesterol","cardiovascular"
"10521","ZNF207","high cholesterol","cardiovascular"
"10522","PPP2R2C","high cholesterol","cardiovascular"
"10523","TRPC4AP","high cholesterol","cardiovascular"
"10524","DDX27","high cholesterol","cardiovascular"
"10525","SFPQP1","high cholesterol","cardiovascular"
"10526","APH1A","high cholesterol","cardiovascular"
"10527","CABP1","high cholesterol","cardiovascular"
"10528","SRSF5","high cholesterol","cardiovascular"
"10529","DAZAP1","high cholesterol","cardiovascular"
"10530","MUC20P1","high cholesterol","cardiovascular"
"10531","CPSF7","high cholesterol","cardiovascular"
"10532","RCAN2","high cholesterol","cardiovascular"
"10533","RPS8","high cholesterol","cardiovascular"
"10534","D1082","high cholesterol","cardiovascular"
"10535","C3","high cholesterol","cardiovascular"
"10536","MCHR2","high cholesterol","cardiovascular"
"10537","SART1","high cholesterol","cardiovascular"
"10538","APBB1","high cholesterol","cardiovascular"
"10539","ADCY5","high cholesterol","cardiovascular"
"10540","KMT2B","high cholesterol","cardiovascular"
"10541","LDB3","high cholesterol","cardiovascular"
"10542","LINC02661","high cholesterol","cardiovascular"
"10543","C1orf115","high cholesterol","cardiovascular"
"10544","MED24","high cholesterol","cardiovascular"
"10545","GALNT9-AS1","high cholesterol","cardiovascular"
"10546","PGC","high cholesterol","cardiovascular"
"10547","RNF112","high cholesterol","cardiovascular"
"10548","RN7SKP65","high cholesterol","cardiovascular"
"10549","RANBP3","high cholesterol","cardiovascular"
"10550","HTR5A","high cholesterol","cardiovascular"
"10551","PCDHGC5","high cholesterol","cardiovascular"
"10552","PCDHGA8","high cholesterol","cardiovascular"
"10553","BARHL2","high cholesterol","cardiovascular"
"10554","IL17D","high cholesterol","cardiovascular"
"10555","APLP1","high cholesterol","cardiovascular"
"10556","ISCA1P6","high cholesterol","cardiovascular"
"10557","SLC12A5","high cholesterol","cardiovascular"
"10558","SETD1A","high cholesterol","cardiovascular"
"10559","SYNDIG1","high cholesterol","cardiovascular"
"10560","ISM2","high cholesterol","cardiovascular"
"10561","PITPNM3","high cholesterol","cardiovascular"
"10562","RPL36AP37","high cholesterol","cardiovascular"
"10563","GNG13","high cholesterol","cardiovascular"
"10564","FBXO2","high cholesterol","cardiovascular"
"10565","DHFRP6","high cholesterol","cardiovascular"
"10566","ARF1","high cholesterol","cardiovascular"
"10567","ZDHHC5","high cholesterol","cardiovascular"
"10568","SYP-AS1","high cholesterol","cardiovascular"
"10569","RPL4P4","high cholesterol","cardiovascular"
"10570","D1249","high cholesterol","cardiovascular"
"10571","GABRA6","high cholesterol","cardiovascular"
"10572","PCOLCE","high cholesterol","cardiovascular"
"10573","ENO2","high cholesterol","cardiovascular"
"10574","MORN5","high cholesterol","cardiovascular"
"10575","SLC9A3P3","high cholesterol","cardiovascular"
"10576","CCNT2-AS1","high cholesterol","cardiovascular"
"10577","GATC","high cholesterol","cardiovascular"
"10578","KRTAP20-3","high cholesterol","cardiovascular"
"10579","ASTN1","high cholesterol","cardiovascular"
"10580","RPS20P32","high cholesterol","cardiovascular"
"10581","DHX38","high cholesterol","cardiovascular"
"10582","UBE2Q1","high cholesterol","cardiovascular"
"10583","CELSR1P1","high cholesterol","cardiovascular"
"10584","MATN3","high cholesterol","cardiovascular"
"10585","PA2G4","high cholesterol","cardiovascular"
"10586","CACNG2","high cholesterol","cardiovascular"
"10587","CS","high cholesterol","cardiovascular"
"10588","PDPK1","high cholesterol","cardiovascular"
"10589","CBLN3","high cholesterol","cardiovascular"
"10590","HNRNPA3","high cholesterol","cardiovascular"
"10591","SRP68P2","high cholesterol","cardiovascular"
"10592","GAL3ST1","high cholesterol","cardiovascular"
"10593","TINF2","high cholesterol","cardiovascular"
"10594","WASH9P","high cholesterol","cardiovascular"
"10595","SCN3B","high cholesterol","cardiovascular"
"10596","GPR37","high cholesterol","cardiovascular"
"10597","FGA","high cholesterol","cardiovascular"
"10598","RPS18","high cholesterol","cardiovascular"
"10599","VPS39","high cholesterol","cardiovascular"
"10600","KIF1A","high cholesterol","cardiovascular"
"10601","RPL26P36","high cholesterol","cardiovascular"
"10602","DIRAS2","high cholesterol","cardiovascular"
"10603","KCNC2","high cholesterol","cardiovascular"
"10604","TJAP1","high cholesterol","cardiovascular"
"10605","FAM131B","high cholesterol","cardiovascular"
"10606","ZNF816-ZNF321P","high cholesterol","cardiovascular"
"10607","RTN1","high cholesterol","cardiovascular"
"10608","EEF1B2P3","high cholesterol","cardiovascular"
"10609","RHOT2","high cholesterol","cardiovascular"
"10610","TUBAP9","high cholesterol","cardiovascular"
"10611","LINC01752","high cholesterol","cardiovascular"
"10612","STXBP1","high cholesterol","cardiovascular"
"10613","RPL7A","high cholesterol","cardiovascular"
"10614","RNF157","high cholesterol","cardiovascular"
"10615","BARHL1","high cholesterol","cardiovascular"
"10616","SRCIN1","high cholesterol","cardiovascular"
"10617","NKX2-2","high cholesterol","cardiovascular"
"10618","PCDHGB7","high cholesterol","cardiovascular"
"10619","APOA1-AS","high cholesterol","cardiovascular"
"10620","LRFN2","high cholesterol","cardiovascular"
"10621","RBFOX1","high cholesterol","cardiovascular"
"10622","D1250","high cholesterol","cardiovascular"
"10623","CHD8","high cholesterol","cardiovascular"
"10624","COX6CP15","high cholesterol","cardiovascular"
"10625","KIF3C","high cholesterol","cardiovascular"
"10626","CA10","high cholesterol","cardiovascular"
"10627","ARHGDIG","high cholesterol","cardiovascular"
"10628","RPS16","high cholesterol","cardiovascular"
"10629","EEF1B2","high cholesterol","cardiovascular"
"10630","RAPGEF5","high cholesterol","cardiovascular"
"10631","CCM2L","high cholesterol","cardiovascular"
"10632","SLC2A2","high cholesterol","cardiovascular"
"10633","EEF1A1P19","high cholesterol","cardiovascular"
"10634","SVOP","high cholesterol","cardiovascular"
"10635","TTC9B","high cholesterol","cardiovascular"
"10636","RPL21P53","high cholesterol","cardiovascular"
"10637","CYP26B1","high cholesterol","cardiovascular"
"10638","RGS11","high cholesterol","cardiovascular"
"10639","TCHP","high cholesterol","cardiovascular"
"10640","SETDB1","high cholesterol","cardiovascular"
"10641","LINC03061","high cholesterol","cardiovascular"
"10642","KCNT1","high cholesterol","cardiovascular"
"10643","GLYR1","high cholesterol","cardiovascular"
"10644","SSUH2","high cholesterol","cardiovascular"
"10645","WAC","high cholesterol","cardiovascular"
"10646","CIZ1","high cholesterol","cardiovascular"
"10647","BTBD9-AS1","high cholesterol","cardiovascular"
"10648","PABPN1","high cholesterol","cardiovascular"
"10649","PCDHGB4","high cholesterol","cardiovascular"
"10650","LINC01763","high cholesterol","cardiovascular"
"10651","RNY3P8","high cholesterol","cardiovascular"
"10652","RPS12","high cholesterol","cardiovascular"
"10653","MAP2K7","high cholesterol","cardiovascular"
"10654","STX1B","high cholesterol","cardiovascular"
"10655","FGFR4","high cholesterol","cardiovascular"
"10656","RAB5C","high cholesterol","cardiovascular"
"10657","ELFN2","high cholesterol","cardiovascular"
"10658","GPN2","high cholesterol","cardiovascular"
"10659","TRAF2","high cholesterol","cardiovascular"
"10660","ZNF365","high cholesterol","cardiovascular"
"10661","ZNF567-DT","high cholesterol","cardiovascular"
"10662","HIPK4","high cholesterol","cardiovascular"
"10663","RPS27A","high cholesterol","cardiovascular"
"10664","KRT19","high cholesterol","cardiovascular"
"10665","IGHD4-23","high cholesterol","cardiovascular"
"10666","AVPR1B-DT","high cholesterol","cardiovascular"
"10667","SDR39U1","high cholesterol","cardiovascular"
"10668","PHYHIP","high cholesterol","cardiovascular"
"10669","PSME2P6","high cholesterol","cardiovascular"
"10670","EEF1A1","high cholesterol","cardiovascular"
"10671","MIR1260A","high cholesterol","cardiovascular"
"10672","STX5","high cholesterol","cardiovascular"
"10673","RPL4","high cholesterol","cardiovascular"
"10674","CPN1","high cholesterol","cardiovascular"
"10675","EIF2B5","high cholesterol","cardiovascular"
"10676","WSCD2","high cholesterol","cardiovascular"
"10677","SLC45A1","high cholesterol","cardiovascular"
"10678","BORCS8","high cholesterol","cardiovascular"
"10679","TBX2-AS1","high cholesterol","cardiovascular"
"10680","CCDC92B","high cholesterol","cardiovascular"
"10681","PCSK2","high cholesterol","cardiovascular"
"10682","KNDC1","high cholesterol","cardiovascular"
"10683","CPLX1","high cholesterol","cardiovascular"
"10684","FAU","high cholesterol","cardiovascular"
"10685","KLHL25P1","high cholesterol","cardiovascular"
"10686","ARHGAP39","high cholesterol","cardiovascular"
"10687","YIPF2","high cholesterol","cardiovascular"
"10688","RPL5","high cholesterol","cardiovascular"
"10689","CACTIN","high cholesterol","cardiovascular"
"10690","CDH22","high cholesterol","cardiovascular"
"10691","CDC37","high cholesterol","cardiovascular"
"10692","FIP1L1","high cholesterol","cardiovascular"
"10693","NKX2-2-AS1","high cholesterol","cardiovascular"
"10694","CACNG3","high cholesterol","cardiovascular"
"10695","ZNF32-AS1","high cholesterol","cardiovascular"
"10696","HABP4","high cholesterol","cardiovascular"
"10697","PRR35","high cholesterol","cardiovascular"
"10698","TMEM132D-AS1","high cholesterol","cardiovascular"
"10699","IGLV2-28","high cholesterol","cardiovascular"
"10700","MPP2","high cholesterol","cardiovascular"
"10701","RN7SL160P","high cholesterol","cardiovascular"
"10702","NALF1-IT1","high cholesterol","cardiovascular"
"10703","SRRM2","high cholesterol","cardiovascular"
"10704","HOXB13","high cholesterol","cardiovascular"
"10705","SNRPA","high cholesterol","cardiovascular"
"10706","MRPS15","high cholesterol","cardiovascular"
"10707","GALNT16","high cholesterol","cardiovascular"
"10708","EEF1A1P6","high cholesterol","cardiovascular"
"10709","VSTM2L","high cholesterol","cardiovascular"
"10710","RPS10","high cholesterol","cardiovascular"
"10711","VWA5B2","high cholesterol","cardiovascular"
"10712","SLC30A3","high cholesterol","cardiovascular"
"10713","CA9","high cholesterol","cardiovascular"
"10714","NGB","high cholesterol","cardiovascular"
"10715","KAT8","high cholesterol","cardiovascular"
"10716","CHRM1","high cholesterol","cardiovascular"
"10717","NRXN3","high cholesterol","cardiovascular"
"10718","KCNJ3","high cholesterol","cardiovascular"
"10719","ELMOD1","high cholesterol","cardiovascular"
"10720","RPL10","high cholesterol","cardiovascular"
"10721","MIR548O","high cholesterol","cardiovascular"
"10722","ABLIM2","high cholesterol","cardiovascular"
"10723","NECAB2","high cholesterol","cardiovascular"
"10724","EXOSC10","high cholesterol","cardiovascular"
"10725","BCAS1","high cholesterol","cardiovascular"
"10726","PCDHGA4","high cholesterol","cardiovascular"
"10727","NRN1","high cholesterol","cardiovascular"
"10728","FERMT3","high cholesterol","cardiovascular"
"10729","RFXANK","high cholesterol","cardiovascular"
"10730","ANKRD34A","high cholesterol","cardiovascular"
"10731","SOHLH1","high cholesterol","cardiovascular"
"10732","MOGAT3","high cholesterol","cardiovascular"
"10733","ITIH2","high cholesterol","cardiovascular"
"10734","NRSN1","high cholesterol","cardiovascular"
"10735","RN7SL237P","high cholesterol","cardiovascular"
"10736","CARNS1","high cholesterol","cardiovascular"
"10737","SSXP9","high cholesterol","cardiovascular"
"10738","RNU6-1076P","high cholesterol","cardiovascular"
"10739","NPAS4","high cholesterol","cardiovascular"
"10740","RN7SL643P","high cholesterol","cardiovascular"
"10741","HHATL","high cholesterol","cardiovascular"
"10742","SAFB","high cholesterol","cardiovascular"
"10743","CHRNA4","high cholesterol","cardiovascular"
"10744","RPL36AP7","high cholesterol","cardiovascular"
"10745","PCGEM1","high cholesterol","cardiovascular"
"10746","RPL21P20","high cholesterol","cardiovascular"
"10747","RN7SKP68","high cholesterol","cardiovascular"
"10748","OLFM1","high cholesterol","cardiovascular"
"10749","POM121C","high cholesterol","cardiovascular"
"10750","OLFM2","high cholesterol","cardiovascular"
"10751","ASPA","high cholesterol","cardiovascular"
"10752","NCDN","high cholesterol","cardiovascular"
"10753","PTBP1","high cholesterol","cardiovascular"
"10754","DAO","high cholesterol","cardiovascular"
"10755","PCDHGA3","high cholesterol","cardiovascular"
"10756","RIT2","high cholesterol","cardiovascular"
"10757","HCN2","high cholesterol","cardiovascular"
"10758","RPL22","high cholesterol","cardiovascular"
"10759","RNPC3-DT","high cholesterol","cardiovascular"
"10760","SULT4A1","high cholesterol","cardiovascular"
"10761","KLF15","high cholesterol","cardiovascular"
"10762","PDZD4","high cholesterol","cardiovascular"
"10763","RAPGEF4","high cholesterol","cardiovascular"
"10764","RPLP0P9","high cholesterol","cardiovascular"
"10765","RPS19","high cholesterol","cardiovascular"
"10766","STMN4","high cholesterol","cardiovascular"
"10767","RPS15","high cholesterol","cardiovascular"
"10768","AP3B2","high cholesterol","cardiovascular"
"10769","KCNJ9","high cholesterol","cardiovascular"
"10770","SPTBN4","high cholesterol","cardiovascular"
"10771","RPL30-AS1","high cholesterol","cardiovascular"
"10772","ZNF326","high cholesterol","cardiovascular"
"10773","FRRS1L","high cholesterol","cardiovascular"
"10774","VTI1A","high cholesterol","cardiovascular"
"10775","IGSF21","high cholesterol","cardiovascular"
"10776","CCAR1","high cholesterol","cardiovascular"
"10777","KRT8","high cholesterol","cardiovascular"
"10778","RER1","high cholesterol","cardiovascular"
"10779","CPLX2","high cholesterol","cardiovascular"
"10780","XAB2","high cholesterol","cardiovascular"
"10781","KCNB1","high cholesterol","cardiovascular"
"10782","UBAP2L","high cholesterol","cardiovascular"
"10783","GRM4","high cholesterol","cardiovascular"
"10784","STX16","high cholesterol","cardiovascular"
