"Phenotype","Score","color_group","Label"
"GenAge.Mod",0.195373429,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.623549556,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.304664136,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.52756559,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.584987433,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.271632645,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.294969581,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.294969581,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.941066194,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.378303768,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.926856801,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.599910405,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.245873802,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.129578183,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.722631383,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.961584058,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.19135161,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.642024215,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.522836224,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.760349086,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.540214479,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.19565645,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.130485402,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.52461676,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.240479277,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.240479277,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.807139482,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.123621471,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.159869997,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.382548514,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.382548514,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.382548514,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.385337063,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.785946541,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.275046643,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.415030719,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.141084653,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.249699534,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.180635094,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.174831975,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.164466221,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.252521293,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.216578603,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.351211721,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.142911972,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.22891215,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.422870001,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.137295387,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.150304857,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.178150493,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.270545872,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.270545872,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.196202522,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.841338403,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.226244649,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.720230827,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.394201082,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.23593994,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.237853016,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.524072688,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.152376076,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.595870414,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.276542397,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.555183759,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.257901199,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.257901199,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.135777105,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.135777105,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.1955158,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.228635582,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.228635582,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.292931838,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.292931838,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.207992216,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.207992216,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.207992216,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.173897681,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.173897681,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.173897681,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.401086451,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.303896423,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.689875531,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.956221724,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.152991337,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.316917549,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.16815115,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.313630221,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.115528883,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.115528883,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.934851572,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.167311501,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.15025174,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.174977998,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.259433373,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.524926246,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.524926246,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.199147094,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.988507482,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.988507482,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.988507482,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.988507482,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.901281632,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.469831914,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.291744242,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.250250564,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.207888826,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.434454164,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.211712848,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.280715727,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.521646345,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.179583208,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.230776775,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.248478012,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.287935833,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.942741388,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.903118022,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.274451885,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.207989991,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.29203111,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.167299158,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.293191215,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.293191215,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.186220905,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.242427837,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.593746723,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.268057972,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.181176018,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.144248589,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.613178087,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.613178087,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.823517263,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.999555859,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.978809688,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.862027611,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.447670761,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.963974129,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.894693622,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.411320937,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.805382788,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.805382788,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.805382788,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.672847371,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.533508596,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.909243932,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.850860848,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.647424448,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.295598391,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.819736618,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.203047004,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.203047004,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.21285901,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.578943485,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.972890594,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.253194686,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.930986507,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.930986507,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.961613579,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.939101439,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.201997468,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.199250847,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.462940899,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.178734355,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.896666391,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.125427449,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.10949335,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.124007558,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.09683659,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.09683659,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.258307559,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.258307559,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.15849898,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.755074246,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.106965538,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.740033053,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.181922929,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.072903153,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.14909298,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.16339282,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.998675733,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.210112539,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.327880787,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.365602019,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.20320182,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.213385508,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.39315839,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.39315839,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.39315839,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.8971033,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.096797643,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.243792422,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.653796491,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.185122047,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.185122047,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.263367885,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.263367885,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.284043749,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.468229295,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.468229295,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.327563277,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.388457298,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.304548581,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.26174943,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.26852559,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.26852559,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.149954064,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.533381898,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.426670186,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.314463439,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.512900761,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.245362887,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.27406953,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.943611826,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.290574961,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.490112014,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.950530262,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.9250991,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.234467687,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.368864582,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.253054406,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.649499856,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.237285402,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.237285402,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.265038366,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.305202144,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.630903264,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.503366522,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.994268153,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.252709967,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.242990062,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.183842567,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.088377865,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.485132368,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.084370063,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.606999878,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.31993089,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.241968379,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.863411362,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.169722587,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.853982347,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.174813672,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.100500478,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.253413148,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.159695762,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.163705087,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.163705087,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.163705087,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.659185755,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.220458734,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.157750057,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.197424108,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.135175318,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.873127856,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.220822509,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.067501866,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.301715067,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.148488374,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.155461933,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.121291695,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.182754793,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.083082421,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.192170672,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.192170672,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.33375442,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.15847442,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.844951785,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.212052256,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.212052256,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.302222105,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.931871434,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.404682343,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.169241546,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.247015539,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.242728167,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
